student_code,course_code,disability
A940011681,QQ36,FALSE
A940011809,V100,FALSE
A940011865,V100,FALSE
A940012013,V100,FALSE
A940012080,RR1V,FALSE
A940012116,Q300,FALSE
A940012127,V700,FALSE
A940012172,Q400,FALSE
A940012301,V117,FALSE
A940012334,V600,FALSE
A940012378,RR12,FALSE
A940012448,Y661,FALSE
A940012459,R100,FALSE
A940012507,Q300,FALSE
A940012563,V100,FALSE
A940012600,RR12,FALSE
A940012622,V117,FALSE
A940012633,V100,FALSE
A940012677,VV78,FALSE
A940012703,R200,FALSE
A940012817,R400,FALSE
A940012840,T206,FALSE
A940012895,R200,FALSE
A940012943,W300,FALSE
A940012954,W300,FALSE
A940013009,W300,FALSE
A940013010,V100,FALSE
A940013227,V100,FALSE
A940013238,Q300,FALSE
A940013331,V400,FALSE
A940013445,V100,FALSE
A940013489,R200,FALSE
A940013593,RR1K,FALSE
A940013674,R100,FALSE
A940013700,QV41,FALSE
A940013722,T206,FALSE
A940013755,RR14,FALSE
A940013825,V700,FALSE
A940013870,RR14,FALSE
A940013892,Q300,FALSE
A940013951,V100,FALSE
A940014073,V400,FALSE
A940014132,RR12,FALSE
A940014279,QV38,FALSE
A940014280,V100,FALSE
A940014316,Q300,FALSE
A940014349,RR12,FALSE
A940014350,V600,FALSE
A940014361,V100,FALSE
A940014408,R100,FALSE
A940014442,QQ34,FALSE
A940014523,V700,FALSE
A940014534,V100,FALSE
A940014589,RR12,FALSE
A940014615,W300,FALSE
A940014637,R200,FALSE
A940014660,R810,FALSE
A940014682,V100,FALSE
A940014707,Q820,FALSE
A940014741,Q600,FALSE
A940014811,RR14,FALSE
A940014833,R100,FALSE
A940014969,V100,FALSE
A940014970,R400,FALSE
A940014981,QV34,FALSE
A940015003,RR2V,FALSE
A940015036,W300,FALSE
A940015069,RR18,FALSE
A940015128,R100,FALSE
A940015140,Q300,FALSE
A940015254,LV86,FALSE
A940015265,R200,FALSE
A940015298,R100,FALSE
A940015346,V100,FALSE
A940015438,V700,FALSE
A940015519,Q300,FALSE
A940015542,V700,FALSE
A940015575,VR18,FALSE
A940015623,RR1K,FALSE
A940015715,R100,FALSE
A940015726,W300,FALSE
A940015748,RR12,FALSE
A940015759,R400,FALSE
A940015818,RR14,FALSE
A940015863,Q400,FALSE
A940015933,Q400,FALSE
A940015977,R100,FALSE
A940016066,Y661,FALSE
A940016147,R100,FALSE
A940016284,V100,FALSE
A940016309,V700,FALSE
A940016310,V100,FALSE
A940016424,R100,FALSE
A940016480,QQ34,FALSE
A940016561,RR12,FALSE
A940016608,QQ34,FALSE
A940016619,VV16,FALSE
A940016642,V100,FALSE
A940016712,RR1K,FALSE
A940016778,Q300,FALSE
A940016826,V800,FALSE
A940016893,V117,FALSE
A940016907,V100,FALSE
A940017029,RR28,FALSE
A940017041,V100,FALSE
A940017063,R810,FALSE
A940017166,RR14,FALSE
A940017214,V800,FALSE
A940017258,RR1K,FALSE
A940017339,V100,FALSE
A940017432,RR12,FALSE
A940017454,Y661,FALSE
A940017476,RR1K,FALSE
A940017580,V800,FALSE
A940017627,Q400,FALSE
A940017638,Q300,FALSE
A940017649,Q300,FALSE
A940017683,Q400,FALSE
A940017812,R100,FALSE
A940017867,QV41,FALSE
A940017890,V100,FALSE
A940017960,V700,FALSE
A940017993,V100,FALSE
A940018015,Q300,FALSE
A940018059,Y661,FALSE
A940018118,Q300,FALSE
A940018152,Y661,FALSE
A940018185,V100,FALSE
A940018266,V700,FALSE
A940018336,QV37,FALSE
A940018440,Q300,FALSE
A940018510,Q300,FALSE
A940018576,RR12,FALSE
A940018587,R810,FALSE
A940018646,V100,FALSE
A940018657,V100,FALSE
A940018680,RR12,FALSE
A940018705,RR12,FALSE
A940018749,RR12,FALSE
A940018772,VR1V,FALSE
A940018831,W300,FALSE
A940018875,Q400,FALSE
A940018886,R400,FALSE
A940018897,Q300,FALSE
A940018945,R100,FALSE
A940019001,W300,FALSE
A940019078,Q300,FALSE
A940019148,W300,FALSE
A940019160,RT81,FALSE
A940019193,W300,FALSE
A940019230,V110,FALSE
A940019311,Q300,FALSE
A940019322,QVV6,FALSE
A940019388,Q300,FALSE
A940019425,R100,FALSE
A940019539,V700,FALSE
A940019665,Q300,FALSE
A940019805,RR2K,FALSE
A940019816,QV37,FALSE
A940019883,Q300,FALSE
A940019997,Q300,FALSE
A940020041,QV41,FALSE
A940020052,Q300,FALSE
A940020111,R812,FALSE
A940020155,V100,FALSE
A940020166,RR14,FALSE
A940020247,V100,FALSE
A940020258,R100,FALSE
A940020292,V800,FALSE
A940020421,R100,FALSE
A940020683,RR12,FALSE
A940020753,Q400,FALSE
A940020764,RT8C,FALSE
A940020786,Q300,FALSE
A940020993,R100,FALSE
A940021059,QR81,FALSE
A940021071,Q400,FALSE
A940021107,Q400,FALSE
A940021141,R100,FALSE
A940021163,V100,FALSE
A940021222,V800,FALSE
A940021266,RR12,FALSE
A940021370,Q300,FALSE
A940021381,Q300,FALSE
A940021462,Y661,FALSE
A940021473,Y661,FALSE
A940021484,T206,FALSE
A940021495,QV41,FALSE
A940021509,R200,FALSE
A940021510,Q400,FALSE
A940021635,W300,FALSE
A940021646,Q400,FALSE
A940021657,RV27,FALSE
A940021691,R200,FALSE
A940021794,V800,FALSE
A940021853,V600,FALSE
A940021923,V110,FALSE
A940021967,R100,FALSE
A940022012,V400,FALSE
A940022034,V600,FALSE
A940022229,Q820,FALSE
A940022285,V700,FALSE
A940022311,Q300,FALSE
A940022470,QQ83,FALSE
A940022539,QV87,FALSE
A940022573,RR12,FALSE
A940022595,V100,FALSE
A940022632,V400,FALSE
A940022676,R400,FALSE
A940022698,QVV6,FALSE
A940022779,V100,FALSE
A940022780,T206,FALSE
A940022805,W300,FALSE
A940022849,R200,FALSE
A940022850,R100,FALSE
A940022931,VVC6,FALSE
A940023008,RV27,FALSE
A940023112,W300,FALSE
A940023178,Q300,FALSE
A940023190,RR2V,FALSE
A940023215,QQ83,FALSE
A940023271,QQ34,FALSE
A940023293,Q300,FALSE
A940023385,V800,FALSE
A940023396,V100,FALSE
A940023433,R400,FALSE
A940023570,R400,FALSE
A940023628,V110,FALSE
A940023673,V100,FALSE
A940023721,W300,FALSE
A940023754,V700,FALSE
A940023824,V400,FALSE
A940023846,R100,FALSE
A940023880,V600,FALSE
A940023916,V400,FALSE
A940023950,QV41,FALSE
A940024164,VVC6,FALSE
A940024186,V100,FALSE
A940024290,Y661,FALSE
A940024496,V110,FALSE
A940024544,V100,FALSE
A940024566,T206,FALSE
A940024577,R200,FALSE
A940024614,RR2K,FALSE
A940024773,V800,FALSE
A940024795,Q802,FALSE
A940024854,R810,FALSE
A940024876,R810,FALSE
A940024935,Q820,FALSE
A940024957,R200,FALSE
A940024980,R100,FALSE
A940025024,Q820,FALSE
A940025105,RRK8,FALSE
A940025161,V700,FALSE
A940025219,V100,FALSE
A940025367,VV16,FALSE
A940025415,V100,FALSE
A940025529,RR1V,FALSE
A940025552,V100,FALSE
A940025596,V400,FALSE
A940025600,RV27,FALSE
A940025655,Q820,FALSE
A940025688,V800,FALSE
A940025699,Q400,FALSE
A940025747,RR12,FALSE
A940025769,RR12,FALSE
A940025770,R100,FALSE
A940025781,R100,FALSE
A940025806,T206,FALSE
A940025884,V100,FALSE
A940026054,LV86,FALSE
A940026331,V400,FALSE
A940026412,RR18,FALSE
A940026445,R100,FALSE
A940026467,RR24,FALSE
A940026504,R100,FALSE
A940026526,V100,FALSE
A940026836,Y661,FALSE
A940026881,Q400,FALSE
A940026917,Q300,FALSE
A940026951,V100,FALSE
A940026962,V100,FALSE
A940026984,V110,FALSE
A940027017,QQ34,FALSE
A940027084,QR81,FALSE
A940027121,QV87,FALSE
A940027202,V100,FALSE
A940027235,V100,FALSE
A940027268,Q300,FALSE
A940027361,RR1V,FALSE
A940027464,RR12,FALSE
A940027501,V110,FALSE
A940027589,R812,FALSE
A940027604,V400,FALSE
A940027671,RR1V,FALSE
A940027682,LV86,FALSE
A940027693,R100,FALSE
A940027741,RR12,FALSE
A940027763,V100,FALSE
A940027774,RQ26,FALSE
A940027970,QQ83,FALSE
A940028047,V800,FALSE
A940028081,Q300,FALSE
A940028151,R100,FALSE
A940028232,RR12,FALSE
A940028313,V110,FALSE
A940028335,R100,FALSE
A940028553,V100,FALSE
A940028690,Q300,FALSE
A940028726,Q300,FALSE
A940028793,RR18,FALSE
A940028807,R100,FALSE
A940028874,QV41,FALSE
A940029103,RR12,FALSE
A940029169,V600,FALSE
A940029239,W300,FALSE
A940029251,R810,FALSE
A940029295,QV34,FALSE
A940029309,Q820,FALSE
A940029365,Q820,FALSE
A940029387,V110,FALSE
A940029398,V400,FALSE
A940029457,V600,FALSE
A940029572,RR14,FALSE
A940029620,V100,FALSE
A940029815,QQ83,FALSE
A940029918,V600,FALSE
A940029974,Q400,FALSE
A940030017,T206,FALSE
A940030073,V400,FALSE
A940030095,RR12,FALSE
A940030143,RW23,FALSE
A940030154,RR1K,FALSE
A940030590,R100,FALSE
A940030637,R100,FALSE
A940030693,RR1K,FALSE
A940030707,Q820,FALSE
A940030774,V800,FALSE
A940030833,V600,FALSE
A940030855,V100,FALSE
A940030877,Q300,FALSE
A940030888,QVV6,FALSE
A940030969,VR1V,FALSE
A940031106,V600,FALSE
A940031128,V800,FALSE
A940031162,Q400,FALSE
A940031173,Y661,FALSE
A940031210,R100,FALSE
A940031221,R400,FALSE
A940031287,R100,FALSE
A940031380,V110,FALSE
A940031449,QV37,FALSE
A940031450,V117,FALSE
A940031508,R812,FALSE
A940031634,RRK8,FALSE
A940031667,Q300,FALSE
A940031689,QQ34,FALSE
A940031715,V800,FALSE
A940031748,R200,FALSE
A940031977,RR4V,FALSE
A940032000,Q820,FALSE
A940032011,V400,FALSE
A940032044,V800,FALSE
A940032088,V400,FALSE
A940032147,Q400,FALSE
A940032158,Q300,FALSE
A940032262,R400,FALSE
A940032273,RRK8,FALSE
A940032398,V100,FALSE
A940032516,Q820,FALSE
A940032675,QQ34,FALSE
A940032778,VVC6,FALSE
A940033063,V100,FALSE
A940033074,Q300,FALSE
A940033177,V100,FALSE
A940033292,R100,FALSE
A940033306,VR18,FALSE
A940033317,R100,FALSE
A940033351,Y661,FALSE
A940033421,V600,FALSE
A940033616,V110,FALSE
A940033650,W300,FALSE
A940033694,V600,FALSE
A940033708,Q400,FALSE
A940033719,Y661,FALSE
A940033720,V110,FALSE
A940033823,RR1V,FALSE
A940033845,Q300,FALSE
A940033890,V400,FALSE
A940033926,R100,FALSE
A940034004,V110,FALSE
A940034059,R100,FALSE
A940034060,V600,FALSE
A940034082,V100,FALSE
A940034093,V600,FALSE
A940034163,V600,FALSE
A940034392,V100,FALSE
A940034417,VV16,FALSE
A940034428,QQ34,FALSE
A940034462,V110,FALSE
A940034484,V100,FALSE
A940034495,V100,FALSE
A940034509,V600,FALSE
A940034576,Q802,FALSE
A940034587,VVC6,FALSE
A940034613,R400,FALSE
A940034646,V110,FALSE
A940034680,Q820,FALSE
A940034716,R100,FALSE
A940034727,RT8C,FALSE
A940034750,V110,FALSE
A940034761,V100,FALSE
A940034819,Q820,FALSE
A940035012,W300,FALSE
A940035034,W300,FALSE
A940035067,V100,FALSE
A940035137,QQ36,FALSE
A940035148,V100,FALSE
A940035160,V100,FALSE
A940035274,T206,FALSE
A940035481,R100,FALSE
A940035528,R100,FALSE
A940035584,V117,FALSE
A940035724,Q400,FALSE
A940035872,V110,FALSE
A940036075,Q300,FALSE
A940036086,V100,FALSE
A940036259,Q300,FALSE
A940036743,V600,FALSE
A940036765,V600,FALSE
A940036798,QV37,FALSE
A940036835,V100,FALSE
A940037072,QV37,FALSE
A940037234,R812,FALSE
A940037429,RR12,FALSE
A940037577,V600,FALSE
A940037599,VV16,FALSE
A940037751,V600,FALSE
A940037762,R812,FALSE
A940037773,VVC6,FALSE
A940037913,QQ34,FALSE
A940038035,V600,FALSE
A940038253,LV86,FALSE
A940038404,V600,FALSE
A940038541,V600,FALSE
A940038563,R200,FALSE
A940038677,V600,FALSE
A940040924,Y300,FALSE
A940041194,Y300,FALSE
A940041219,V600,FALSE
A940041220,V600,FALSE
A940041231,R100,FALSE
A940041242,V700,FALSE
A940041286,V700,FALSE
A940041312,R400,FALSE
A940041758,V802,FALSE
A940041965,Y300,FALSE
A940041976,Y300,FALSE
A940041998,Y300,FALSE
A940042515,Y305,FALSE
A940042537,Y305,FALSE
A940042548,Y305,FALSE
A940042560,Y305,FALSE
A940042571,Y305,FALSE
A940042582,Y305,FALSE
A940042618,Y305,FALSE
A940042629,Y305,FALSE
A940042641,Y305,FALSE
A940042674,Q401,FALSE
A940042685,Y305,FALSE
A940042700,Y305,FALSE
A940042711,Y305,FALSE
A940042722,Y305,FALSE
A940042733,Y305,FALSE
A940042744,Y305,FALSE
A940042755,Y305,FALSE
A940042766,Y305,FALSE
A940042777,Y305,FALSE
A940042788,Y305,FALSE
A940042799,Y305,FALSE
A940042803,Y305,FALSE
A940042814,Y305,FALSE
A940042825,Y305,FALSE
A940042858,Y305,FALSE
A940042870,Q401,FALSE
A940042881,Q401,FALSE
A940042892,Y305,FALSE
A940042906,Q401,FALSE
A940042917,Q401,FALSE
A940042939,Q401,FALSE
A940042951,Q401,FALSE
A940043017,Y305,FALSE
A940043121,Q401,FALSE
A940043154,Q401,FALSE
A940043176,Y305,FALSE
A940043198,Q401,FALSE
A940043202,Q401,FALSE
A940043224,Q401,FALSE
A940043279,Q401,FALSE
A940043280,Q401,FALSE
A940043567,V700,FALSE
A940043800,V803,FALSE
A940043811,R100,FALSE
A940045893,V700,FALSE
A940045929,V700,FALSE
A940046030,V700,FALSE
A940048953,Y300,FALSE
A940051403,Y300,FALSE
A940051702,Q401,FALSE
A940051713,Q401,FALSE
A940051735,Q401,FALSE
A940051746,Q401,FALSE
A940051757,Q401,FALSE
A940051768,Q401,FALSE
A940055814,Y300,FALSE
A940224384,V400,FALSE
A940919594,V700,FALSE
A945068314,RQ26,FALSE
A945073318,V400,FALSE
A945077660,V700,FALSE
A945092445,R100,FALSE
A945108757,V100,FALSE
A945128250,R100,FALSE
A945169367,Q300,FALSE
A945169817,Y661,FALSE
A945172035,V600,FALSE
A945200165,V800,FALSE
A945202114,Q300,FALSE
A945206042,Q300,FALSE
A945250610,V117,FALSE
A945268305,R100,FALSE
A945270825,T206,FALSE
A945279493,T206,FALSE
A945301554,Q300,FALSE
A945307992,Q300,FALSE
A945311483,W300,FALSE
A945330532,R200,FALSE
A945345905,R100,FALSE
A945347507,RR12,FALSE
A945355166,Q300,FALSE
A945363459,Q400,FALSE
A945384971,Q300,FALSE
A945392208,QV34,FALSE
A945418793,T206,FALSE
A945499057,Q300,FALSE
A945515818,V100,FALSE
A945625896,Q300,FALSE
A945652043,Q400,FALSE
A945657484,R100,FALSE
A945699990,V700,FALSE
A945730341,R400,FALSE
A945757865,T206,FALSE
A945780900,R200,FALSE
A945787600,Q802,FALSE
A945843179,RR14,FALSE
A945900106,RR14,FALSE
A945924467,V400,FALSE
A945939760,RR28,FALSE
A945982489,V110,FALSE
A946008014,R810,FALSE
A946035526,R400,FALSE
A946046670,V117,FALSE
A946048043,Q820,FALSE
A946155592,R200,FALSE
A946164192,LV86,FALSE
A946203158,T206,FALSE
A946245675,V700,FALSE
A946295418,R810,FALSE
A946315358,V800,FALSE
A946340176,RR1K,FALSE
A946415212,Q300,FALSE
A946525588,R400,FALSE
A946600081,T206,FALSE
A946612110,R810,FALSE
A946663086,RR1V,FALSE
A946839267,Q300,FALSE
A946864959,V400,FALSE
A947012689,R100,FALSE
A947201294,V600,FALSE
A947571175,V800,FALSE
A947582908,V110,FALSE
A947978857,QV41,FALSE
A948439823,V600,FALSE
A948621989,R810,FALSE
B890246441,K100,FALSE
B903253385,M300,FALSE
B903280576,C802,FALSE
B903374750,M100,FALSE
B903679596,K100,FALSE
B904649097,K100,FALSE
B905229560,L100,FALSE
B905851615,L400,FALSE
B905851637,L400,FALSE
B905851659,L400,FALSE
B913016754,M303,FALSE
B913317628,CV87,FALSE
B913459401,C802,FALSE
B913777420,M304,FALSE
B914069650,K440,FALSE
B914118682,L100,FALSE
B914680802,MM13,FALSE
B916021012,L100,FALSE
B916070515,M305,FALSE
B916072140,M300,FALSE
B916076137,M305,FALSE
B916084604,MM13,FALSE
B916099561,L100,FALSE
B916117418,M306,FALSE
B916127576,M305,FALSE
B916152888,N1R1,FALSE
B916181707,L1N1,FALSE
B916203515,N1R1,FALSE
B916206675,N1R1,FALSE
B916231345,N1R1,FALSE
B916248882,L100,FALSE
B916291752,N1R1,FALSE
B916313249,L800,FALSE
B916330121,K100,FALSE
B916343707,C802,FALSE
B916350820,M305,FALSE
B916351230,L1N1,FALSE
B916357139,M303,FALSE
B916366061,C802,FALSE
B916398800,N1R1,FALSE
B916443199,N1R1,FALSE
B916502522,N1R1,FALSE
B916511074,C802,FALSE
B916595661,L1N1,FALSE
B916748979,M303,FALSE
B916773605,N1R1,FALSE
B917036503,M303,FALSE
B917092576,K100,FALSE
B917111213,N1R1,FALSE
B917299418,CL83,FALSE
B917426852,L372,FALSE
B917546138,M302,FALSE
B917675483,N1R1,FALSE
B917742877,MM13,FALSE
B917753024,C802,FALSE
B917839328,M302,FALSE
B918032922,M100,FALSE
B918100081,L300,FALSE
B918166641,N1R1,FALSE
B918212258,L100,FALSE
B918762328,L372,FALSE
B918762339,L400,FALSE
B918762432,M100,FALSE
B920002135,L400,FALSE
B920010277,L800,FALSE
B920016028,M300,FALSE
B920022971,L800,FALSE
B920024230,L800,FALSE
B920025411,L100,FALSE
B920028261,M300,FALSE
B920028467,M300,FALSE
B920028641,L800,FALSE
B920029866,M300,FALSE
B920031939,L372,FALSE
B920034103,M302,FALSE
B920040159,L100,FALSE
B920044319,L100,FALSE
B920045545,M300,FALSE
B920046081,C802,FALSE
B920047701,M302,FALSE
B920052071,K100,FALSE
B920052956,L372,FALSE
B920059841,M300,FALSE
B920062117,M300,FALSE
B920063125,L800,FALSE
B920065727,L1N1,FALSE
B920066643,LN14,FALSE
B920066780,L800,FALSE
B920071393,K100,FALSE
B920073238,M300,FALSE
B920076789,L140,FALSE
B920077568,M300,FALSE
B920078521,M300,FALSE
B920080731,M300,FALSE
B920083075,M300,FALSE
B920083628,L800,FALSE
B920086939,L800,FALSE
B920088667,M300,FALSE
B920091450,MM13,FALSE
B920092125,K100,FALSE
B920092642,L800,FALSE
B920092697,M300,FALSE
B920095366,M100,FALSE
B920095377,C802,FALSE
B920098301,L134,FALSE
B920099858,C802,FALSE
B920102424,M300,FALSE
B920105931,M100,FALSE
B920105953,M300,FALSE
B920106422,L800,FALSE
B920108150,L800,FALSE
B920109009,M100,FALSE
B920112179,M300,FALSE
B920113143,M300,FALSE
B920114210,L100,FALSE
B920114357,L800,FALSE
B920115561,K100,FALSE
B920118883,M302,FALSE
B920121034,M300,FALSE
B920121126,L400,FALSE
B920123485,L800,FALSE
B920123603,L800,FALSE
B920124529,M302,FALSE
B920124574,L800,FALSE
B920128332,M100,FALSE
B920130195,L100,FALSE
B920137703,M300,FALSE
B920140334,L300,FALSE
B920140507,L800,FALSE
B920144125,M300,FALSE
B920151190,M300,FALSE
B920152245,L100,FALSE
B920153921,K440,FALSE
B920155062,M300,FALSE
B920155305,L800,FALSE
B920155372,K100,FALSE
B920157734,M300,FALSE
B920158812,M300,FALSE
B920159174,L300,FALSE
B920160354,M300,FALSE
B920160996,L1N1,FALSE
B920161568,L372,FALSE
B920162576,M300,FALSE
B920163610,LV17,FALSE
B920168040,M300,FALSE
B920169036,L372,FALSE
B920170489,M300,FALSE
B920170663,M300,FALSE
B920173033,L100,FALSE
B920173240,L100,FALSE
B920174568,M300,FALSE
B920177020,M300,FALSE
B920179057,K100,FALSE
B920179334,M300,FALSE
B920180802,L800,FALSE
B920183261,K100,FALSE
B920183537,L400,FALSE
B920186011,M100,FALSE
B920186516,M302,FALSE
B920187199,M300,FALSE
B920188783,K100,FALSE
B920191325,M300,FALSE
B920191495,M302,FALSE
B920191727,M300,FALSE
B920196272,M300,FALSE
B920198416,M300,FALSE
B920198645,M100,FALSE
B920198900,M300,FALSE
B920204407,M300,FALSE
B920206375,M300,FALSE
B920207121,M300,FALSE
B920209170,M300,FALSE
B920210394,M300,FALSE
B920211232,L100,FALSE
B920214565,M300,FALSE
B920214598,L100,FALSE
B920217061,M300,FALSE
B920219559,L100,FALSE
B920220496,M300,FALSE
B920220991,L800,FALSE
B920221943,C802,FALSE
B920222009,M302,FALSE
B920225974,L1N1,FALSE
B920231458,M300,FALSE
B920231470,M300,FALSE
B920231724,K100,FALSE
B920231975,M300,FALSE
B920234873,L372,FALSE
B920236589,L800,FALSE
B920238608,L100,FALSE
B920238734,M300,FALSE
B920239270,M300,FALSE
B920240900,K100,FALSE
B920243484,M300,FALSE
B920244218,LN14,FALSE
B920244735,M300,FALSE
B920245019,L100,FALSE
B920245444,LN14,FALSE
B920245880,L800,FALSE
B920247415,LN14,FALSE
B920251294,M302,FALSE
B920251696,L100,FALSE
B920252556,L100,FALSE
B920257115,M307,FALSE
B920260377,K100,FALSE
B920260654,M300,FALSE
B920262522,K100,FALSE
B920263736,L100,FALSE
B920267538,M300,FALSE
B920268672,M300,FALSE
B920269392,L100,FALSE
B920270701,M300,FALSE
B920271122,M302,FALSE
B920273931,L800,FALSE
B920276987,M100,FALSE
B920283332,M100,FALSE
B920285185,M300,FALSE
B920286274,L800,FALSE
B920295438,K100,FALSE
B920297443,L800,FALSE
B920303250,M300,FALSE
B920303308,L100,FALSE
B920304992,L800,FALSE
B920306608,M300,FALSE
B920306815,M100,FALSE
B920306859,L800,FALSE
B920307177,L800,FALSE
B920307568,M300,FALSE
B920308185,L800,FALSE
B920310203,M300,FALSE
B920314452,M100,FALSE
B920318324,K100,FALSE
B920318933,M302,FALSE
B920319963,CL83,FALSE
B920322882,M300,FALSE
B920323199,LN14,FALSE
B920325252,LN14,FALSE
B920328965,M100,FALSE
B920331851,L800,FALSE
B920332755,L100,FALSE
B920332892,M300,FALSE
B920338908,L800,FALSE
B920345825,L372,FALSE
B920347483,M300,FALSE
B920347564,L100,FALSE
B920347586,L1N1,FALSE
B920349029,M100,FALSE
B920353347,L100,FALSE
B920355064,L800,FALSE
B920358629,M300,FALSE
B920359752,L300,FALSE
B920362590,M302,FALSE
B920370621,L800,FALSE
B920374607,L800,FALSE
B920374799,M300,FALSE
B920375419,L140,FALSE
B920376807,L300,FALSE
B920378052,K100,FALSE
B920379923,L1N1,FALSE
B920384053,M300,FALSE
B920385005,L100,FALSE
B920386688,L100,FALSE
B920387445,L800,FALSE
B920389092,M302,FALSE
B920391501,L1N1,FALSE
B920391970,L1N1,FALSE
B920392106,M300,FALSE
B920399873,L300,FALSE
B920401431,L1N1,FALSE
B920403479,L1N1,FALSE
B920404409,K100,FALSE
B920411186,L100,FALSE
B920411245,L140,FALSE
B920413102,M300,FALSE
B920413777,LV17,FALSE
B920414121,LN14,FALSE
B920414626,L800,FALSE
B920416941,L100,FALSE
B920417155,L1N1,FALSE
B920426157,M300,FALSE
B920426788,M300,FALSE
B920428047,K440,FALSE
B920438530,M300,FALSE
B920443730,L100,FALSE
B920444070,K100,FALSE
B920449363,L1N1,FALSE
B920451056,L1N1,FALSE
B920453050,M300,FALSE
B920455984,L372,FALSE
B920458480,M300,FALSE
B920460346,L1N1,FALSE
B920465710,L140,FALSE
B920466050,L100,FALSE
B920466522,L140,FALSE
B920468788,L800,FALSE
B920515439,K440,FALSE
B920518979,MM13,FALSE
B920528521,M300,FALSE
B920533765,K100,FALSE
B920537899,LN14,FALSE
B920543993,L800,FALSE
B920552788,M302,FALSE
B920555147,M302,FALSE
B920555789,M302,FALSE
B920559064,M100,FALSE
B920560749,K100,FALSE
B920561263,M100,FALSE
B920565146,M300,FALSE
B920567885,M302,FALSE
B920569465,K440,FALSE
B920581700,K440,FALSE
B920582947,L100,FALSE
B920587827,K100,FALSE
B920598661,M300,FALSE
B920598856,L100,FALSE
B920614628,M300,FALSE
B920616150,L100,FALSE
B920619128,L100,FALSE
B920630031,L100,FALSE
B920631382,L800,FALSE
B920632378,L300,FALSE
B920633685,L1N1,FALSE
B920648047,L100,FALSE
B920657681,L100,FALSE
B920667646,L800,FALSE
B920672972,L1N1,FALSE
B920686935,L400,FALSE
B920691102,L800,FALSE
B920695465,L800,FALSE
B920703933,M100,FALSE
B920704055,M100,FALSE
B920713909,L400,FALSE
B920714814,M300,FALSE
B920722060,L1N1,FALSE
B920723078,K440,FALSE
B920723403,M300,FALSE
B920750524,L100,FALSE
B920754669,L1N1,FALSE
B920758210,K440,FALSE
B920764406,L1N1,FALSE
B920765436,L100,FALSE
B920768747,K100,FALSE
B920770485,K100,FALSE
B920773501,L400,FALSE
B920780082,L400,FALSE
B920783083,L800,FALSE
B920786372,C802,FALSE
B920791594,L800,FALSE
B920792845,M100,FALSE
B920793082,L100,FALSE
B920803750,L140,FALSE
B920828410,L800,FALSE
B920835452,CL83,FALSE
B920840984,M300,FALSE
B920841659,L300,FALSE
B920843734,L800,FALSE
B920846023,C802,FALSE
B920850260,L100,FALSE
B920853788,M100,FALSE
B920855911,K100,FALSE
B920865057,L1N1,FALSE
B920871977,L134,FALSE
B920874875,L100,FALSE
B920890037,L100,FALSE
B920890048,M300,FALSE
B920894138,K440,FALSE
B920907254,L1N1,FALSE
B920912982,K100,FALSE
B920915983,LN14,FALSE
B920934630,L1N1,FALSE
B920938199,L1N1,FALSE
B920944097,L100,FALSE
B920958441,K440,FALSE
B920966848,LN14,FALSE
B920969827,M302,FALSE
B920976607,L300,FALSE
B920985001,MM13,FALSE
B920987256,C802,FALSE
B920993822,L100,FALSE
B920994069,M100,FALSE
B921006170,L100,FALSE
B921009919,C802,FALSE
B921020453,L100,FALSE
B921026204,M300,FALSE
B921027049,K440,FALSE
B921044725,L140,FALSE
B921055145,M100,FALSE
B921059176,CL83,FALSE
B921066152,K100,FALSE
B921074124,L400,FALSE
B921085603,L800,FALSE
B921085625,K100,FALSE
B921087559,K440,FALSE
B921108142,M100,FALSE
B921109851,L100,FALSE
B921130442,K100,FALSE
B921135805,K440,FALSE
B921137854,L1N1,FALSE
B921143969,L400,FALSE
B921152167,K100,FALSE
B921163060,K100,FALSE
B921175166,M100,FALSE
B921190273,K100,FALSE
B921198512,K440,FALSE
B921204499,L140,FALSE
B921210755,K100,FALSE
B921211914,L140,FALSE
B921213974,M300,FALSE
B921258218,L100,FALSE
B921260727,K100,FALSE
B921262259,LN14,FALSE
B921272041,CL83,FALSE
B921291684,MM13,FALSE
B921292223,M302,FALSE
B921308409,L100,FALSE
B921310974,L1N3,FALSE
B921312071,M300,FALSE
B921313160,C802,FALSE
B921329895,M302,FALSE
B921357072,M300,FALSE
B921368344,L372,FALSE
B921373865,K100,FALSE
B921388364,L100,FALSE
B921390828,K440,FALSE
B921402796,MM13,FALSE
B921424949,LN14,FALSE
B921449562,L800,FALSE
B921449643,L1N3,FALSE
B921450270,K440,FALSE
B921456087,L800,FALSE
B921457811,C802,FALSE
B921491583,L800,FALSE
B921493598,M300,FALSE
B921496315,CL83,FALSE
B921505271,L300,FALSE
B921511766,L400,FALSE
B921514103,M307,FALSE
B921563994,K440,FALSE
B921592145,M300,FALSE
B921645795,CL83,FALSE
B921646219,K440,FALSE
B921667719,CL83,FALSE
B921685001,MM13,FALSE
B921697004,L140,FALSE
B921714264,K100,FALSE
B921724931,L800,FALSE
B921746955,L372,FALSE
B921752093,L800,FALSE
B921758590,K100,FALSE
B921759667,C802,FALSE
B921793535,L100,FALSE
B921805285,L372,FALSE
B921812696,L800,FALSE
B921820680,L100,FALSE
B921843575,K440,FALSE
B921844170,L400,FALSE
B921851695,M100,FALSE
