,0,1,2,3,4,5,6
7187,B920518979,M1B382E1,23,Thursday,Afternoon,02:00,13
7188,B920518979,M33053E1,17,Tuesday,Afternoon,02:00,28
7189,B920518979,M3B031E1,31,Monday,Morning,02:00,58
7190,B920518979,M3B055E1,2,Wednesday,Afternoon,02:00,63
7191,B920528521,M33060E1,8,Friday,Afternoon,02:00,82
7192,B920528521,M33074E1,32,Monday,Afternoon,02:00,48
7193,B920528521,M3B043E1,14,Monday,Afternoon,02:00,51
7194,B920528521,M3B055E1,2,Wednesday,Afternoon,02:00,63
7195,B920528521,M3B066E1,29,Saturday,Afternoon,02:00,76
7196,B920533765,K1BBS1E1,13,Monday,Morning,02:00,48
7197,B920533765,K1BCSTE1,7,Friday,Morning,02:00,48
7198,B920537899,L83115E1,11,Saturday,Afternoon,02:00,52
7199,B920537899,N13303E1,6,Thursday,Evening,01:30,67
7200,B920537899,N13304E1,2,Wednesday,Afternoon,01:30,125
7201,B920537899,N1B404E1,1,Wednesday,Morning,02:00,30
7202,B920537899,N1B408E1,2,Wednesday,Afternoon,02:00,14
7203,B920537899,N1B410E1,15,Monday,Evening,01:30,114
7204,B920543993,L83112E1,14,Monday,Afternoon,02:00,42
7205,B920543993,L83160E1,22,Thursday,Morning,03:00,82
7206,B920552788,M33042E1,25,Friday,Morning,02:00,97
7207,B920552788,M33060E1,8,Friday,Afternoon,02:00,82
7208,B920552788,M3B066E1,29,Saturday,Afternoon,02:00,76
7209,B920555147,M33036E1,1,Wednesday,Morning,02:00,10
7210,B920555147,M33042E1,25,Friday,Morning,02:00,97
7211,B920555147,M3B043E1,14,Monday,Afternoon,02:00,51
7212,B920555147,M3B055E1,2,Wednesday,Afternoon,02:00,63
7213,B920555789,L82113E1,36,Tuesday,Evening,01:30,75
7214,B920555789,L82121E1,22,Thursday,Morning,01:30,26
7215,B920555789,M33042E1,25,Friday,Morning,02:00,97
7216,B920555789,M33064E1,10,Saturday,Morning,02:00,29
7217,B920555789,M3B055E1,2,Wednesday,Afternoon,02:00,63
7218,B920559064,M13369E1,28,Saturday,Morning,02:00,41
7219,B920559064,M1B357E1,3,Wednesday,Evening,01:30,22
7220,B920559064,M1B363E1,34,Tuesday,Morning,02:00,37
7221,B920559064,M1B380E1,10,Saturday,Morning,01:30,17
7222,B920560749,K1BBS1E1,13,Monday,Morning,02:00,48
7223,B920560749,K1BCSTE1,7,Friday,Morning,02:00,48
7224,B920561263,LKB2FAE1,16,Tuesday,Morning,01:00,50
7225,B920561263,M13369E1,28,Saturday,Morning,02:00,41
7226,B920561263,M1B359E1,1,Wednesday,Morning,02:00,22
7227,B920561263,M1B372E1,8,Friday,Afternoon,02:00,33
7228,B920565146,M33042E1,25,Friday,Morning,02:00,97
7229,B920565146,M33060E1,8,Friday,Afternoon,02:00,82
7230,B920565146,M3B031E1,31,Monday,Morning,02:00,58
7231,B920565146,M3B062E1,1,Wednesday,Morning,02:00,12
7232,B920567885,M33042E1,25,Friday,Morning,02:00,97
7233,B920567885,M33060E1,8,Friday,Afternoon,02:00,82
7234,B920567885,M3B043E1,14,Monday,Afternoon,02:00,51
7235,B920569465,K43100E1,34,Tuesday,Morning,01:30,28
7236,B920569465,K4C110E1,20,Wednesday,Afternoon,01:30,42
7237,B920569465,K4C120E1,22,Thursday,Morning,01:30,42
7238,B920569465,K4C140E1,18,Tuesday,Evening,01:30,43
7239,B920569465,N13304E1,2,Wednesday,Afternoon,01:30,125
7240,B920581700,K43100E1,34,Tuesday,Morning,01:30,28
7241,B920581700,K4C110E1,20,Wednesday,Afternoon,01:30,42
7242,B920581700,K4C120E1,22,Thursday,Morning,01:30,42
7243,B920581700,K4C140E1,18,Tuesday,Evening,01:30,43
7244,B920581700,N13304E1,2,Wednesday,Afternoon,01:30,125
7245,B920582947,L13502E1,23,Thursday,Afternoon,01:30,58
7246,B920582947,L13503E1,17,Tuesday,Afternoon,02:00,42
7247,B920582947,L13505E1,23,Thursday,Afternoon,02:00,68
7248,B920582947,L13509E1,3,Wednesday,Evening,01:30,33
7249,B920582947,LKB2GAE1,6,Thursday,Evening,01:00,24
7250,B920587827,K1BBS1E1,13,Monday,Morning,02:00,48
7251,B920587827,K1BCSTE1,7,Friday,Morning,02:00,48
7252,B920598661,M33042E1,25,Friday,Morning,02:00,97
7253,B920598661,M33060E1,8,Friday,Afternoon,02:00,82
7254,B920598661,M3B055E1,2,Wednesday,Afternoon,02:00,63
7255,B920598661,M3B062E1,1,Wednesday,Morning,02:00,12
7256,B920598856,L13505E1,23,Thursday,Afternoon,02:00,68
7257,B920598856,L13509E1,3,Wednesday,Evening,01:30,33
7258,B920598856,L13520E1,20,Wednesday,Afternoon,02:00,15
7259,B920598856,L13521E1,31,Monday,Morning,02:00,20
7260,B920598856,N13305E1,32,Monday,Afternoon,02:10,28
7261,B920614628,M33036E1,1,Wednesday,Morning,02:00,10
7262,B920614628,M33042E1,25,Friday,Morning,02:00,97
7263,B920614628,M33060E1,8,Friday,Afternoon,02:00,82
7264,B920614628,M3B043E1,14,Monday,Afternoon,02:00,51
7265,B920616150,L13502E1,23,Thursday,Afternoon,01:30,58
7266,B920616150,L13505E1,23,Thursday,Afternoon,02:00,68
7267,B920616150,L13507E1,27,Friday,Evening,01:30,64
7268,B920616150,L13508E1,15,Monday,Evening,01:30,52
7269,B920616150,L13509E1,3,Wednesday,Evening,01:30,33
7270,B920619128,L13502E1,23,Thursday,Afternoon,01:30,58
7271,B920619128,L13503E1,17,Tuesday,Afternoon,02:00,42
7272,B920619128,L13505E1,23,Thursday,Afternoon,02:00,68
7273,B920619128,L13508E1,15,Monday,Evening,01:30,52
7274,B920619128,L13516E1,7,Friday,Morning,01:30,20
7275,B920630031,L13502E1,23,Thursday,Afternoon,01:30,58
7276,B920630031,L13503E1,17,Tuesday,Afternoon,02:00,42
7277,B920630031,L13504E1,16,Tuesday,Morning,01:30,46
7278,B920630031,L13508E1,15,Monday,Evening,01:30,52
7279,B920630031,L83115E1,11,Saturday,Afternoon,02:00,52
7280,B920631382,L83112E1,14,Monday,Afternoon,02:00,42
7281,B920631382,L83115E1,11,Saturday,Afternoon,02:00,52
7282,B920631382,L83160E1,22,Thursday,Morning,03:00,82
7283,B920632378,L3B049E1,15,Monday,Evening,01:30,35
7284,B920632378,L3B090E1,13,Monday,Morning,02:00,32
7285,B920632378,L3C086E1,1,Wednesday,Morning,02:00,50
7286,B920633685,L13507E1,27,Friday,Evening,01:30,64
7287,B920633685,N13303E1,6,Thursday,Evening,01:30,67
7288,B920633685,N13304E1,2,Wednesday,Afternoon,01:30,125
7289,B920633685,N1B410E1,15,Monday,Evening,01:30,114
7290,B920648047,L13502E1,23,Thursday,Afternoon,01:30,58
7291,B920648047,L13503E1,17,Tuesday,Afternoon,02:00,42
7292,B920648047,L13505E1,23,Thursday,Afternoon,02:00,68
7293,B920648047,L13507E1,27,Friday,Evening,01:30,64
7294,B920648047,L13509E1,3,Wednesday,Evening,01:30,33
7295,B920657681,L13502E1,23,Thursday,Afternoon,01:30,58
7296,B920657681,L13503E1,17,Tuesday,Afternoon,02:00,42
7297,B920657681,L13504E1,16,Tuesday,Morning,01:30,46
7298,B920657681,L13505E1,23,Thursday,Afternoon,02:00,68
7299,B920657681,L13508E1,15,Monday,Evening,01:30,52
7300,B920667646,L83112E1,14,Monday,Afternoon,02:00,42
7301,B920667646,L83160E1,22,Thursday,Morning,03:00,82
7302,B920672972,N13303E1,6,Thursday,Evening,01:30,67
7303,B920672972,N13304E1,2,Wednesday,Afternoon,01:30,125
7304,B920672972,N1B405E1,16,Tuesday,Morning,02:00,45
7305,B920672972,N1B407E1,22,Thursday,Morning,02:00,38
7306,B920672972,N1B410E1,15,Monday,Evening,01:30,114
7307,B920686935,L3B046E1,33,Monday,Evening,01:30,21
7308,B920686935,L3C064E1,4,Thursday,Morning,02:00,18
7309,B920691102,L83112E1,14,Monday,Afternoon,02:00,42
7310,B920691102,L83118E1,28,Saturday,Morning,02:00,24
7311,B920691102,L83160E1,22,Thursday,Morning,03:00,82
7312,B920695465,L83160E1,22,Thursday,Morning,03:00,82
7313,B920695465,LK10FAE1,24,Thursday,Evening,01:00,44
7314,B920703933,LKA1FAE1,8,Friday,Afternoon,02:00,141
7315,B920703933,M12353E1,10,Saturday,Morning,02:00,64
7316,B920703933,M12365E1,5,Thursday,Afternoon,02:00,41
7317,B920703933,M1B363E1,34,Tuesday,Morning,02:00,37
7318,B920703933,V42103E1,20,Wednesday,Afternoon,01:00,15
7319,B920704055,L3B046E1,33,Monday,Evening,01:30,21
7320,B920704055,M13369E1,28,Saturday,Morning,02:00,41
7321,B920704055,M1B372E1,8,Friday,Afternoon,02:00,33
7322,B920704055,M1B374E1,34,Tuesday,Morning,02:00,15
7323,B920713909,L3B021E1,35,Tuesday,Afternoon,02:00,30
7324,B920713909,L3B026E1,10,Saturday,Morning,02:00,26
7325,B920713909,L3C064E1,4,Thursday,Morning,02:00,18
7326,B920714814,L3B030E1,1,Wednesday,Morning,01:30,27
7327,B920714814,M33064E1,10,Saturday,Morning,02:00,29
7328,B920714814,M33074E1,32,Monday,Afternoon,02:00,48
7329,B920714814,M3B031E1,31,Monday,Morning,02:00,58
7330,B920714814,M3B066E1,29,Saturday,Afternoon,02:00,76
7331,B920722060,LK44FAE1,31,Monday,Morning,03:00,32
7332,B920722060,N13303E1,6,Thursday,Evening,01:30,67
7333,B920722060,N13304E1,2,Wednesday,Afternoon,01:30,125
7334,B920722060,N1B404E1,1,Wednesday,Morning,02:00,30
7335,B920723078,K43100E1,34,Tuesday,Morning,01:30,28
7336,B920723078,K4C110E1,20,Wednesday,Afternoon,01:30,42
7337,B920723078,K4C120E1,22,Thursday,Morning,01:30,42
7338,B920723078,K4C140E1,18,Tuesday,Evening,01:30,43
7339,B920723078,N13304E1,2,Wednesday,Afternoon,01:30,125
7340,B920723403,M33036E1,1,Wednesday,Morning,02:00,10
7341,B920723403,M33042E1,25,Friday,Morning,02:00,97
7342,B920723403,M33060E1,8,Friday,Afternoon,02:00,82
7343,B920723403,M3B066E1,29,Saturday,Afternoon,02:00,76
7344,B920750524,L13502E1,23,Thursday,Afternoon,01:30,58
7345,B920750524,L13503E1,17,Tuesday,Afternoon,02:00,42
7346,B920750524,L13504E1,16,Tuesday,Morning,01:30,46
7347,B920750524,L13505E1,23,Thursday,Afternoon,02:00,68
7348,B920750524,L13508E1,15,Monday,Evening,01:30,52
7349,B920754669,L83115E1,11,Saturday,Afternoon,02:00,52
7350,B920754669,LKC3FAE1,16,Tuesday,Morning,03:00,51
7351,B920754669,N13303E1,6,Thursday,Evening,01:30,67
7352,B920754669,N13304E1,2,Wednesday,Afternoon,01:30,125
7353,B920754669,N1B420E1,24,Thursday,Evening,01:30,19
7354,B920758210,K43100E1,34,Tuesday,Morning,01:30,28
7355,B920758210,K4C110E1,20,Wednesday,Afternoon,01:30,42
7356,B920758210,K4C120E1,22,Thursday,Morning,01:30,42
7357,B920758210,K4C140E1,18,Tuesday,Evening,01:30,43
7358,B920758210,N13304E1,2,Wednesday,Afternoon,01:30,125
7359,B920764406,L11120E1,27,Friday,Evening,01:30,89
7360,B920764406,N13303E1,6,Thursday,Evening,01:30,67
7361,B920764406,N13304E1,2,Wednesday,Afternoon,01:30,125
7362,B920764406,N1B404E1,1,Wednesday,Morning,02:00,30
7363,B920764406,N1B410E1,15,Monday,Evening,01:30,114
7364,B920765436,L13502E1,23,Thursday,Afternoon,01:30,58
7365,B920765436,L13504E1,16,Tuesday,Morning,01:30,46
7366,B920765436,L13505E1,23,Thursday,Afternoon,02:00,68
7367,B920765436,L13508E1,15,Monday,Evening,01:30,52
7368,B920765436,L13510E1,17,Tuesday,Afternoon,02:00,11
7369,B920768747,K1BBS1E1,13,Monday,Morning,02:00,48
7370,B920768747,K1BCSTE1,7,Friday,Morning,02:00,48
7371,B920770485,K1BBS1E1,13,Monday,Morning,02:00,48
7372,B920770485,K1BCSTE1,7,Friday,Morning,02:00,48
7373,B920773501,L3B021E1,35,Tuesday,Afternoon,02:00,30
7374,B920773501,L3C064E1,4,Thursday,Morning,02:00,18
7375,B920780082,L3C064E1,4,Thursday,Morning,02:00,18
7376,B920783083,L3B100E1,17,Tuesday,Afternoon,01:30,21
7377,B920783083,L83115E1,11,Saturday,Afternoon,02:00,52
7378,B920783083,L83160E1,22,Thursday,Morning,03:00,82
7379,B920786372,C8CXCHE1,16,Tuesday,Morning,02:00,20
7380,B920786372,C8CXDLE1,17,Tuesday,Afternoon,02:00,5
7381,B920791594,L83118E1,28,Saturday,Morning,02:00,24
7382,B920791594,L83122E1,25,Friday,Morning,02:00,13
7383,B920791594,L83160E1,22,Thursday,Morning,03:00,82
7384,B920792845,M13369E1,28,Saturday,Morning,02:00,41
7385,B920792845,M1B359E1,1,Wednesday,Morning,02:00,22
7386,B920792845,M1B363E1,34,Tuesday,Morning,02:00,37
7387,B920792845,M1B372E1,8,Friday,Afternoon,02:00,33
7388,B920793082,L13502E1,23,Thursday,Afternoon,01:30,58
7389,B920793082,L13503E1,17,Tuesday,Afternoon,02:00,42
7390,B920793082,L13505E1,23,Thursday,Afternoon,02:00,68
7391,B920793082,L13508E1,15,Monday,Evening,01:30,52
7392,B920793082,L13516E1,7,Friday,Morning,01:30,20
7393,B920803750,L13505E1,23,Thursday,Afternoon,02:00,68
7394,B920803750,L13516E1,7,Friday,Morning,01:30,20
7395,B920803750,L13520E1,20,Wednesday,Afternoon,02:00,15
7396,B920803750,L13521E1,31,Monday,Morning,02:00,20
7397,B920803750,N13305E1,32,Monday,Afternoon,02:10,28
7398,B920828410,L83118E1,28,Saturday,Morning,02:00,24
7399,B920828410,L83160E1,22,Thursday,Morning,03:00,82
7400,B920835452,C8COUAE1,5,Thursday,Afternoon,02:00,37
7401,B920835452,L3B049E1,15,Monday,Evening,01:30,35
7402,B920840984,M3B030E1,31,Monday,Morning,02:00,184
7403,B920840984,M3B043E1,14,Monday,Afternoon,02:00,51
7404,B920841659,L3B026E1,10,Saturday,Morning,02:00,26
7405,B920841659,L3B049E1,15,Monday,Evening,01:30,35
7406,B920841659,L3B090E1,13,Monday,Morning,02:00,32
7407,B920841659,L3C086E1,1,Wednesday,Morning,02:00,50
7408,B920843734,L83112E1,14,Monday,Afternoon,02:00,42
7409,B920843734,L83160E1,22,Thursday,Morning,03:00,82
7410,B920846023,C8COUAE1,5,Thursday,Afternoon,02:00,37
7411,B920846023,C8CXPAE1,2,Wednesday,Afternoon,01:30,19
7412,B920850260,L13502E1,23,Thursday,Afternoon,01:30,58
7413,B920850260,L13504E1,16,Tuesday,Morning,01:30,46
7414,B920850260,L13505E1,23,Thursday,Afternoon,02:00,68
7415,B920850260,L13507E1,27,Friday,Evening,01:30,64
7416,B920850260,L13508E1,15,Monday,Evening,01:30,52
7417,B920853788,M13369E1,28,Saturday,Morning,02:00,41
7418,B920853788,M1B373E1,19,Wednesday,Morning,02:00,34
7419,B920853788,M1B374E1,34,Tuesday,Morning,02:00,15
7420,B920853788,M1B382E1,23,Thursday,Afternoon,02:00,13
7421,B920855911,K1BBS1E1,13,Monday,Morning,02:00,48
7422,B920855911,K1BCSTE1,7,Friday,Morning,02:00,48
7423,B920865057,N13301E1,5,Thursday,Afternoon,02:00,20
7424,B920865057,N13303E1,6,Thursday,Evening,01:30,67
7425,B920865057,N13304E1,2,Wednesday,Afternoon,01:30,125
7426,B920865057,N1B404E1,1,Wednesday,Morning,02:00,30
7427,B920865057,N1B407E1,22,Thursday,Morning,02:00,38
7428,B920865057,N1B410E1,15,Monday,Evening,01:30,114
7429,B920871977,L12302E1,11,Saturday,Afternoon,02:00,107
7430,B920871977,L12303E1,25,Friday,Morning,01:00,137
7431,B920871977,L12310E1,16,Tuesday,Morning,02:00,21
7432,B920871977,L12404E1,14,Monday,Afternoon,01:00,105
7433,B920874875,L13503E1,17,Tuesday,Afternoon,02:00,42
7434,B920874875,L13504E1,16,Tuesday,Morning,01:30,46
7435,B920874875,L13505E1,23,Thursday,Afternoon,02:00,68
7436,B920874875,L13507E1,27,Friday,Evening,01:30,64
7437,B920874875,L13510E1,17,Tuesday,Afternoon,02:00,11
7438,B920890037,L13502E1,23,Thursday,Afternoon,01:30,58
7439,B920890037,L13505E1,23,Thursday,Afternoon,02:00,68
7440,B920890037,L13507E1,27,Friday,Evening,01:30,64
7441,B920890037,L13508E1,15,Monday,Evening,01:30,52
7442,B920890037,N1B409E1,4,Thursday,Morning,02:00,31
7443,B920890048,M33059E1,35,Tuesday,Afternoon,03:00,30
7444,B920890048,M33060E1,8,Friday,Afternoon,02:00,82
7445,B920890048,M33064E1,10,Saturday,Morning,02:00,29
7446,B920890048,M33074E1,32,Monday,Afternoon,02:00,48
7447,B920890048,M3B066E1,29,Saturday,Afternoon,02:00,76
7448,B920894138,K43100E1,34,Tuesday,Morning,01:30,28
7449,B920894138,K4C110E1,20,Wednesday,Afternoon,01:30,42
7450,B920894138,K4C120E1,22,Thursday,Morning,01:30,42
7451,B920894138,K4C140E1,18,Tuesday,Evening,01:30,43
7452,B920894138,N13304E1,2,Wednesday,Afternoon,01:30,125
7453,B920907254,L11120E1,27,Friday,Evening,01:30,89
7454,B920907254,L13510E1,17,Tuesday,Afternoon,02:00,11
7455,B920907254,N13303E1,6,Thursday,Evening,01:30,67
7456,B920907254,N13304E1,2,Wednesday,Afternoon,01:30,125
7457,B920907254,N1B404E1,1,Wednesday,Morning,02:00,30
7458,B920912982,K1AEU1E1,14,Monday,Afternoon,02:00,53
7459,B920912982,K1BACOE1,22,Thursday,Morning,02:00,52
7460,B920912982,K1BTMSE1,26,Friday,Afternoon,02:00,51
7461,B920915983,L11120E1,27,Friday,Evening,01:30,89
7462,B920915983,L13507E1,27,Friday,Evening,01:30,64
7463,B920915983,N13303E1,6,Thursday,Evening,01:30,67
7464,B920915983,N13304E1,2,Wednesday,Afternoon,01:30,125
7465,B920915983,N13305E1,32,Monday,Afternoon,02:10,28
7466,B920915983,N1B410E1,15,Monday,Evening,01:30,114
7467,B920934630,N13303E1,6,Thursday,Evening,01:30,67
7468,B920934630,N13304E1,2,Wednesday,Afternoon,01:30,125
7469,B920934630,N13305E1,32,Monday,Afternoon,02:10,28
7470,B920934630,N1B405E1,16,Tuesday,Morning,02:00,45
7471,B920934630,N1B410E1,15,Monday,Evening,01:30,114
7472,B920938199,N12203E1,36,Tuesday,Evening,01:30,102
7473,B920938199,N1B201E1,2,Wednesday,Afternoon,01:30,120
7474,B920938199,N1B202E1,8,Friday,Afternoon,01:30,123
7475,B920938199,N1B405E1,16,Tuesday,Morning,02:00,45
7476,B920938199,N1B407E1,22,Thursday,Morning,02:00,38
7477,B920938199,N1B410E1,15,Monday,Evening,01:30,114
7478,B920944097,L13502E1,23,Thursday,Afternoon,01:30,58
7479,B920944097,L13503E1,17,Tuesday,Afternoon,02:00,42
7480,B920944097,L13504E1,16,Tuesday,Morning,01:30,46
7481,B920944097,L13505E1,23,Thursday,Afternoon,02:00,68
7482,B920944097,L13508E1,15,Monday,Evening,01:30,52
7483,B920958441,K42120E1,28,Saturday,Morning,01:30,31
7484,B920958441,L12303E1,25,Friday,Morning,01:00,137
7485,B920966848,L83115E1,11,Saturday,Afternoon,02:00,52
7486,B920966848,N13303E1,6,Thursday,Evening,01:30,67
7487,B920966848,N13304E1,2,Wednesday,Afternoon,01:30,125
7488,B920966848,N1B404E1,1,Wednesday,Morning,02:00,30
7489,B920966848,N1B407E1,22,Thursday,Morning,02:00,38
7490,B920969827,M33042E1,25,Friday,Morning,02:00,97
7491,B920969827,M33060E1,8,Friday,Afternoon,02:00,82
7492,B920969827,M3B043E1,14,Monday,Afternoon,02:00,51
7493,B920969827,M3B066E1,29,Saturday,Afternoon,02:00,76
7494,B920976607,L3B049E1,15,Monday,Evening,01:30,35
7495,B920976607,L3B090E1,13,Monday,Morning,02:00,32
7496,B920976607,L3C086E1,1,Wednesday,Morning,02:00,50
7497,B920985001,M1B363E1,34,Tuesday,Morning,02:00,37
7498,B920985001,M33053E1,17,Tuesday,Afternoon,02:00,28
7499,B920985001,M3B031E1,31,Monday,Morning,02:00,58
7500,B920985001,M3B043E1,14,Monday,Afternoon,02:00,51
7501,B920987256,C8COUAE1,5,Thursday,Afternoon,02:00,37
7502,B920987256,C8CXPAE1,2,Wednesday,Afternoon,01:30,19
7503,B920993822,L13502E1,23,Thursday,Afternoon,01:30,58
7504,B920993822,L13503E1,17,Tuesday,Afternoon,02:00,42
7505,B920993822,L13507E1,27,Friday,Evening,01:30,64
7506,B920993822,L13508E1,15,Monday,Evening,01:30,52
7507,B920993822,L13509E1,3,Wednesday,Evening,01:30,33
7508,B920994069,M13367E1,28,Saturday,Morning,02:00,8
7509,B920994069,M13369E1,28,Saturday,Morning,02:00,41
7510,B920994069,M1B372E1,8,Friday,Afternoon,02:00,33
7511,B920994069,M1B373E1,19,Wednesday,Morning,02:00,34
7512,B921006170,L13502E1,23,Thursday,Afternoon,01:30,58
7513,B921006170,L13503E1,17,Tuesday,Afternoon,02:00,42
7514,B921006170,L13504E1,16,Tuesday,Morning,01:30,46
7515,B921006170,L13505E1,23,Thursday,Afternoon,02:00,68
7516,B921006170,L13508E1,15,Monday,Evening,01:30,52
7517,B921009919,C83XWHE1,28,Saturday,Morning,02:00,20
7518,B921009919,C8COUAE1,5,Thursday,Afternoon,02:00,37
7519,B921020453,L13503E1,17,Tuesday,Afternoon,02:00,42
7520,B921020453,L13504E1,16,Tuesday,Morning,01:30,46
7521,B921020453,L13505E1,23,Thursday,Afternoon,02:00,68
7522,B921020453,L13507E1,27,Friday,Evening,01:30,64
7523,B921020453,L13508E1,15,Monday,Evening,01:30,52
7524,B921026204,M3B030E1,31,Monday,Morning,02:00,184
7525,B921026204,N1A402E1,22,Thursday,Morning,02:00,83
7526,B921027049,K43100E1,34,Tuesday,Morning,01:30,28
7527,B921027049,K4C110E1,20,Wednesday,Afternoon,01:30,42
7528,B921027049,K4C120E1,22,Thursday,Morning,01:30,42
7529,B921027049,K4C140E1,18,Tuesday,Evening,01:30,43
7530,B921027049,N13304E1,2,Wednesday,Afternoon,01:30,125
7531,B921044725,L13502E1,23,Thursday,Afternoon,01:30,58
7532,B921044725,L13507E1,27,Friday,Evening,01:30,64
7533,B921044725,L13508E1,15,Monday,Evening,01:30,52
7534,B921044725,L13520E1,20,Wednesday,Afternoon,02:00,15
7535,B921044725,L13521E1,31,Monday,Morning,02:00,20
7536,B921055145,M13369E1,28,Saturday,Morning,02:00,41
7537,B921055145,M1B351E1,19,Wednesday,Morning,01:30,11
7538,B921055145,M1B363E1,34,Tuesday,Morning,02:00,37
7539,B921055145,M1B380E1,10,Saturday,Morning,01:30,17
7540,B921059176,C82MJAE1,7,Friday,Morning,02:00,42
7541,B921059176,L3B032E1,13,Monday,Morning,02:00,48
7542,B921059176,L3B036E1,1,Wednesday,Morning,02:00,25
7543,B921066152,K1BBS1E1,13,Monday,Morning,02:00,48
7544,B921066152,K1BCSTE1,7,Friday,Morning,02:00,48
7545,B921074124,L3B030E1,1,Wednesday,Morning,01:30,27
7546,B921074124,L3C064E1,4,Thursday,Morning,02:00,18
7547,B921085603,L83112E1,14,Monday,Afternoon,02:00,42
7548,B921085603,L83160E1,22,Thursday,Morning,03:00,82
7549,B921085625,K1BBS1E1,13,Monday,Morning,02:00,48
7550,B921085625,K1BCSTE1,7,Friday,Morning,02:00,48
7551,B921085625,V41142E1,34,Tuesday,Morning,01:00,65
7552,B921087559,K43100E1,34,Tuesday,Morning,01:30,28
7553,B921087559,K4C110E1,20,Wednesday,Afternoon,01:30,42
7554,B921087559,K4C120E1,22,Thursday,Morning,01:30,42
7555,B921087559,K4C140E1,18,Tuesday,Evening,01:30,43
7556,B921087559,N13304E1,2,Wednesday,Afternoon,01:30,125
7557,B921108142,M13369E1,28,Saturday,Morning,02:00,41
7558,B921108142,M1B351E1,19,Wednesday,Morning,01:30,11
7559,B921108142,M1B359E1,1,Wednesday,Morning,02:00,22
7560,B921108142,M1B372E1,8,Friday,Afternoon,02:00,33
7561,B921108142,M1B380E1,10,Saturday,Morning,01:30,17
7562,B921109851,L12302E1,11,Saturday,Afternoon,02:00,107
7563,B921109851,L12303E1,25,Friday,Morning,01:00,137
7564,B921109851,L12320E1,14,Monday,Afternoon,03:00,31
7565,B921109851,L12404E1,14,Monday,Afternoon,01:00,105
7566,B921130442,K1BBS1E1,13,Monday,Morning,02:00,48
7567,B921130442,K1BCSTE1,7,Friday,Morning,02:00,48
7568,B921135805,K43100E1,34,Tuesday,Morning,01:30,28
7569,B921135805,K4C110E1,20,Wednesday,Afternoon,01:30,42
7570,B921135805,K4C120E1,22,Thursday,Morning,01:30,42
7571,B921135805,K4C140E1,18,Tuesday,Evening,01:30,43
7572,B921135805,N13304E1,2,Wednesday,Afternoon,01:30,125
7573,B921137854,L11120E1,27,Friday,Evening,01:30,89
7574,B921137854,L83115E1,11,Saturday,Afternoon,02:00,52
7575,B921137854,N13303E1,6,Thursday,Evening,01:30,67
7576,B921137854,N13304E1,2,Wednesday,Afternoon,01:30,125
7577,B921137854,N1B404E1,1,Wednesday,Morning,02:00,30
7578,B921137854,N1B410E1,15,Monday,Evening,01:30,114
7579,B921143969,L3B090E1,13,Monday,Morning,02:00,32
7580,B921143969,L3C064E1,4,Thursday,Morning,02:00,18
7581,B921152167,C81HDAE1,14,Monday,Afternoon,01:00,121
7582,B921152167,K1BBS1E1,13,Monday,Morning,02:00,48
7583,B921152167,K1BCSTE1,7,Friday,Morning,02:00,48
7584,B921163060,K1BBS1E1,13,Monday,Morning,02:00,48
7585,B921163060,K1BCSTE1,7,Friday,Morning,02:00,48
7586,B921175166,M12365E1,5,Thursday,Afternoon,02:00,41
7587,B921175166,M13369E1,28,Saturday,Morning,02:00,41
7588,B921175166,M1B355E1,29,Saturday,Afternoon,02:00,29
7589,B921175166,M1B373E1,19,Wednesday,Morning,02:00,34
7590,B921190273,K1BBS1E1,13,Monday,Morning,02:00,48
7591,B921190273,K1BCSTE1,7,Friday,Morning,02:00,48
7592,B921190273,LKA1GAE1,20,Wednesday,Afternoon,02:00,48
7593,B921198512,K43100E1,34,Tuesday,Morning,01:30,28
7594,B921198512,K4C110E1,20,Wednesday,Afternoon,01:30,42
7595,B921198512,K4C120E1,22,Thursday,Morning,01:30,42
7596,B921198512,K4C140E1,18,Tuesday,Evening,01:30,43
7597,B921198512,N13304E1,2,Wednesday,Afternoon,01:30,125
7598,B921204499,L13507E1,27,Friday,Evening,01:30,64
7599,B921204499,L13509E1,3,Wednesday,Evening,01:30,33
7600,B921204499,L13520E1,20,Wednesday,Afternoon,02:00,15
7601,B921204499,L13521E1,31,Monday,Morning,02:00,20
7602,B921204499,N13305E1,32,Monday,Afternoon,02:10,28
7603,B921210755,K1BBS1E1,13,Monday,Morning,02:00,48
7604,B921210755,K1BCSTE1,7,Friday,Morning,02:00,48
7605,B921211914,L13507E1,27,Friday,Evening,01:30,64
7606,B921211914,L13516E1,7,Friday,Morning,01:30,20
7607,B921211914,L13520E1,20,Wednesday,Afternoon,02:00,15
7608,B921211914,L13521E1,31,Monday,Morning,02:00,20
7609,B921211914,N13305E1,32,Monday,Afternoon,02:10,28
7610,B921213974,M33042E1,25,Friday,Morning,02:00,97
7611,B921213974,M33074E1,32,Monday,Afternoon,02:00,48
7612,B921213974,M3B031E1,31,Monday,Morning,02:00,58
7613,B921213974,M3B057E1,14,Monday,Afternoon,02:00,28
7614,B921258218,L13504E1,16,Tuesday,Morning,01:30,46
7615,B921258218,L13505E1,23,Thursday,Afternoon,02:00,68
7616,B921258218,L13507E1,27,Friday,Evening,01:30,64
7617,B921258218,L13510E1,17,Tuesday,Afternoon,02:00,11
