,Exam,Slot,roomAssigned,Room,Duration(mins),Priority Val,Conflicts,numStudents,Hall Capacity,Hall Status
153,F311X1E1,4,TRUE,Hunter East,60,1406,5,37,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
154,F311X2E1,4,TRUE,Kelvin Hall,60,1368,5,25,500,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
155,F311X4E1,4,TRUE,OTC,60,1472,5,67,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
156,F311Z1E1,5,TRUE,Hunter West,60,1592,8,144,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
157,F321C6E1,5,TRUE,Senate,120,814,4,11,80,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
158,F321E4E1,5,TRUE,WILTF,60,828,4,13,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
159,F321M1E1,5,TRUE,John McIntyre Rm 201,120,1176,4,94,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
160,F321Q2E1,5,TRUE,Hunter East,120,678,3,98,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
161,F321Q6E1,5,TRUE,Fore,120,898,4,18,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
162,F321Q9E1,5,TRUE,Senate,120,1296,5,9,80,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
163,F321S6E1,5,TRUE,WILT 112,120,896,4,18,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
164,F321T2E1,5,TRUE,Hunter West,120,1494,5,95,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
165,F321T6E1,5,TRUE,WILT 112,120,894,4,18,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
166,F321Z3E1,5,TRUE,St Andrews Gym Hall,120,682,3,106,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
167,F331M9E1,5,TRUE,Hunter West,120,778,4,8,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
168,F331N3E1,5,TRUE,Randolph,120,1112,4,65,85,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
169,F331N6E1,5,TRUE,St Andrews Gym Hall,120,930,4,22,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
170,F331O6E1,5,TRUE,Kelvin Gallery,120,14,0,26,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
171,F331Q3E1,5,TRUE,John McIntyre Rm 201,120,662,3,82,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
172,F331S2E1,5,TRUE,Hunter East,120,1148,4,82,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
173,F331S9E1,5,TRUE,James Watt Design Studio A,120,928,4,22,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
174,F331X3E1,5,TRUE,Hunter East,120,844,4,14,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
175,F331X5E1,5,TRUE,Senate,60,746,4,5,80,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
176,F331Z8E1,5,TRUE,WILT 112,120,788,4,9,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
177,F3B1B3E1,5,TRUE,Hunter East,120,98,1,40,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
178,F3B1X4E1,5,TRUE,Hunter West,120,1138,4,78,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
179,G111ACE1,5,TRUE,Fore,120,1400,5,34,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
180,G111CCE1,5,TRUE,Randolph,60,1448,5,59,85,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
181,G111DGE1,5,TRUE,St Andrews Gym Hall,120,858,4,15,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
182,G111GAE1,5,TRUE,OTC,120,1580,7,71,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
183,G111GBE1,5,TRUE,Kelvin Gallery,120,1258,4,222,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
184,G111MCE1,5,TRUE,WILT 112,90,1534,6,3,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
185,G111VAE1,5,TRUE,Hunter East,120,1248,4,165,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
186,G111VBE1,6,TRUE,Fore,120,1574,7,24,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
187,G11AS1E1,6,TRUE,Bute,120,1124,4,69,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
188,G11MA2E1,6,TRUE,James Watt Design Studio B,120,1026,4,40,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
189,G11PR1E1,6,TRUE,Kelvin Gallery,120,1246,4,165,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
190,G12ME1E1,6,TRUE,Hunter West,120,1510,5,108,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
191,G12MM1E1,6,TRUE,Kelvin Gallery,120,1514,5,109,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
192,G12PR1E1,6,TRUE,Kelvin Gallery,120,1522,5,115,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
193,G12ST1E1,6,TRUE,Hunter East,120,114,1,112,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
194,G13AL4E1,6,TRUE,Rankine 629,120,58,1,11,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
195,G13AN4E1,6,TRUE,Sir Charles Wilson,120,768,4,7,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
196,G13AS5E1,6,TRUE,Sir Charles Wilson,120,910,4,19,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
197,G13CM2E1,6,TRUE,WILTF,120,238,2,45,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
198,G13CS2E1,6,TRUE,Randolph,120,166,2,10,85,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
199,G13LA1E1,6,TRUE,Rankine 630,120,322,3,4,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
200,G13LO1E1,6,TRUE,WILTF,120,600,3,47,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
201,G13MM2E1,6,TRUE,Rankine 601,120,982,4,29,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
202,G13PR2E1,7,TRUE,Rankine 630,120,766,4,7,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
203,G13QT1E1,7,TRUE,WILTF,120,534,3,31,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
204,G13RE1E1,7,TRUE,James Watt Design Studio A,120,338,3,7,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
205,G13RE2E1,7,TRUE,Senate,120,230,2,34,80,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
206,G13SP2E1,7,TRUE,James Watt Design Studio A,120,478,3,23,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
207,G13ST3E1,7,TRUE,Fore,120,422,3,16,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
208,G13ST6E1,7,TRUE,Fore,120,1024,4,39,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
209,G51HOCE1,7,TRUE,WILT 112,120,514,3,28,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
210,G51MC1E1,7,TRUE,St Andrews Gym Hall,120,642,3,65,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
211,G52ALGE1,7,TRUE,OTC,120,1096,4,62,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
212,G52OBJE1,7,TRUE,James Watt Design Studio B,120,1094,4,61,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
213,G53FSPE1,7,TRUE,WILTF,105,604,3,49,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
214,G53LCTE1,7,TRUE,Rankine 601,105,400,3,13,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
215,G53RDBE1,7,TRUE,Randolph,120,842,4,14,85,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
216,G53VIPE1,7,TRUE,Rankine 629,105,78,1,25,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
217,G5ABELE1,7,TRUE,St Andrews Rm 234,105,510,3,28,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
218,G5BAIPE1,7,TRUE,Kelvin Gallery,105,218,2,31,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
219,G5BCCNE1,7,TRUE,Kelvin Gallery,120,660,3,81,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
220,G5BDBSE1,7,TRUE,Fore,120,266,2,61,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
221,G5BGRAE1,7,TRUE,OTC,105,610,3,53,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
222,G5BSBBE1,7,TRUE,St Andrews Rm 234,105,782,4,9,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
223,G5P002E1,7,TRUE,St Andrews Rm 227 ,120,244,2,49,50,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
224,H21M01E1,7,TRUE,OTC,120,1164,4,92,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
225,H22G06E1,7,TRUE,WILT 112,120,1294,5,9,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
226,H22M02E1,7,TRUE,John McIntyre Rm 201,120,272,2,76,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
227,H22S02E1,7,TRUE,St Andrews Gym Hall,120,1136,4,75,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
228,H23C20E1,7,TRUE,Sir Charles Wilson,120,1046,4,47,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
229,H23CEOE1,7,TRUE,OTC,120,892,4,18,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
230,H24C20E1,7,TRUE,WILT 112,120,1332,5,15,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
231,H2CG03E1,7,TRUE,Kelvin Blg Rm 220,120,1040,4,43,50,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, False, False, False, True, False, False, True, True]"
232,H2CH04E1,7,TRUE,St Andrews Gym Hall,120,1340,5,17,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
233,H2CH05E1,7,TRUE,OTC,120,278,2,92,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
234,H2CM04E1,7,TRUE,John McIntyre Rm 201,120,1144,4,81,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
235,H2CP01E1,7,TRUE,OTC,120,1478,5,71,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
236,H2CS05E1,7,TRUE,Rankine 630,120,1022,4,39,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
237,H2CS06E1,7,TRUE,St Andrews Gym Hall,120,1062,4,50,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
238,H2CT01E1,7,TRUE,Hunter West,120,1178,4,95,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
239,H2CV03E1,7,TRUE,James Watt Design Studio B,120,1336,5,16,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
240,H33CONE1,7,TRUE,John McIntyre Rm 201,120,1570,6,78,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
241,H33MI2E1,8,TRUE,St Andrews Gym Hall,120,1132,4,75,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
242,H3BFM2E1,8,TRUE,OTC,60,1466,5,65,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
243,H3BFM2E2,8,TRUE,James Watt Design Studio B,60,1464,5,65,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
244,H3BMDYE1,8,TRUE,Hunter East,120,1506,5,106,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
245,H3CDMSE1,8,TRUE,St Andrews Rm 227 ,180,1056,4,49,50,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
246,H3CENIE1,8,TRUE,St Andrews Gym Hall,120,580,3,42,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
247,H3CFM3E1,8,TRUE,WILT 112,180,324,3,4,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
248,H3CFRCE1,8,TRUE,Sir Charles Wilson,120,1034,4,42,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
249,H3CMECE1,8,TRUE,Rankine 601,120,938,4,23,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
250,H3CNUEE1,8,TRUE,Senate,120,548,3,33,80,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
251,H3CPOEE1,8,TRUE,Hunter East,120,1020,4,38,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
252,H3CTSEE1,8,TRUE,WILTF,180,1308,5,11,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
253,H51200E1,8,TRUE,OTC,120,1126,4,71,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
254,H52110E1,8,TRUE,John McIntyre Rm 201,120,1158,4,90,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
255,H5C112E1,8,TRUE,St Andrews Rm 237,120,1378,5,26,30,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
256,H5C113E1,8,TRUE,Fore,120,1444,5,57,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
257,H5C142E1,8,TRUE,Rankine 629,120,1390,5,31,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
258,H62131E1,8,TRUE,Kelvin Gallery,120,1184,4,97,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
259,H62160E1,8,TRUE,John McIntyre Rm 201,120,1186,4,99,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
260,H63122E1,8,TRUE,St Andrews Gym Hall,120,1496,5,97,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
261,H6C133E1,8,TRUE,Gilbert Scott Conf Suite Rm 250,120,554,3,34,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, True]"
262,H6C152E1,8,TRUE,St Andrews Gym Hall,60,1420,5,44,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
263,H6P001E1,8,TRUE,Sir Charles Wilson,120,136,2,4,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
264,H6P002E1,8,TRUE,Sir Charles Wilson,120,958,4,25,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
265,H71MIPE1,8,TRUE,John McIntyre Rm 201,120,1154,4,87,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
266,H71MS1E1,8,TRUE,WILT 112,120,1384,5,28,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
267,H72ENTE1,8,TRUE,Rankine 630,180,438,3,17,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
268,H72IRNE1,8,TRUE,Senate,120,652,3,68,80,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
269,H72LOGE1,8,TRUE,St Andrews Rm 237,120,936,4,23,30,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
270,H7ACS1E1,9,TRUE,OTC,90,1162,4,92,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
271,H7BEGDE1,9,TRUE,St Andrews Gym Hall,120,1110,4,65,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
272,H7BMACE1,9,TRUE,WILT 112,120,486,3,24,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
273,H7BMOQE1,9,TRUE,Bute,120,694,3,120,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
274,H7CAMFE1,9,TRUE,James Watt Design Studio A,120,986,4,30,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
275,H7CCNGE1,9,TRUE,WILTF,120,956,4,25,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
276,H7CEPDE1,9,TRUE,James Watt Design Studio A,120,1548,6,21,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
277,H7CFAME1,9,TRUE,Sir Charles Wilson,120,1038,4,43,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
278,H7CFOOE1,9,TRUE,St Andrews Gym Hall,120,1030,4,41,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
279,H7CHCME1,9,TRUE,James Watt Design Studio A,120,954,4,25,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
280,H7CLASE1,9,TRUE,St Andrews Rm 234,120,358,3,9,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
281,H7CORGE1,10,TRUE,Rankine 601,120,926,4,22,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
282,H7CSERE1,10,TRUE,St Andrews Rm 237,120,916,4,20,30,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
283,H7CSIME1,10,TRUE,James Watt Design Studio B,120,822,4,12,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
284,H7CSURE1,10,TRUE,St Andrews Rm 234,120,880,4,17,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
285,H81022E1,10,TRUE,John McIntyre Rm 201,120,638,3,64,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
286,H82024E1,10,TRUE,James Watt Design Studio B,120,1088,4,60,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
287,H82029E1,10,TRUE,James Watt Design Studio B,120,1460,5,63,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
288,H82046E1,10,TRUE,James Watt Design Studio B,120,1458,5,63,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
289,H8A009E1,10,TRUE,Fore,120,1416,5,42,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
290,H8C001E1,10,TRUE,James Watt Design Studio B,120,222,2,32,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
291,H8C002E1,10,TRUE,James Watt Design Studio A,120,546,3,33,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
292,H8C019E1,10,TRUE,Sir Charles Wilson,120,618,3,58,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
293,H8C043E1,10,TRUE,St Andrews Rm 227 ,120,552,3,34,50,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
294,HG1EM0E1,10,TRUE,Fore,120,1446,5,58,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
295,HG1J1AE1,10,TRUE,Rankine 629,120,934,4,23,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
296,HG1J1BE1,10,TRUE,St Andrews Rm 237,120,944,4,24,30,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
297,HG1S1CE1,10,TRUE,Joseph Black A504,120,890,4,18,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, True, False, True, True]"
298,HG2J3AE1,10,TRUE,Kelvin Gallery,120,980,4,29,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
299,HG2J3BE1,10,TRUE,Rankine 630,120,978,4,29,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
300,HG2J3DE1,10,TRUE,Sir Charles Wilson,120,966,4,27,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
301,HG2J4AE1,10,TRUE,St Andrews Rm 227 ,120,976,4,28,50,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
