,student_code,exam_code,slot_index,day,type,duration,total_students,rooms,rooms_capacity
11121,B940015195,R11003E1,4,Thursday,Morning,02:00,109,['Hunter East'],[195]
11122,B940015195,R11004E1,5,Thursday,Afternoon,01:00,138,"['Kelvin Gallery', 'Kelvin Hall']","[230, 500]"
11123,B940015210,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11124,B940015210,L11101E1,10,Saturday,Morning,01:30,126,"['Hunter West', 'Kelvin Hall']","[195, 500]"
11125,B940015210,M11451E1,13,Monday,Morning,02:00,40,['Kelvin Gallery'],[230]
11126,B940015210,R11001E1,26,Friday,Afternoon,01:00,191,['Kelvin Hall'],[500]
11127,B940015210,R11004E1,5,Thursday,Afternoon,01:00,138,"['Kelvin Gallery', 'Kelvin Hall']","[230, 500]"
11128,B940015221,L81112E1,14,Monday,Afternoon,02:00,89,['Hunter West'],[195]
11129,B940015221,M11345E1,1,Wednesday,Morning,01:30,72,['Bute'],[230]
11130,B940015221,M11347E1,16,Tuesday,Morning,01:30,80,['John McIntyre Rm 201'],[100]
11131,B940015221,V11109E1,7,Friday,Morning,01:30,73,['Hunter East'],[195]
11132,B940015221,V11111E1,8,Friday,Afternoon,01:30,114,['Kelvin Hall'],[500]
11133,B940015287,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11134,B940015287,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11135,B940015287,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11136,B940015287,R11001E1,26,Friday,Afternoon,01:00,191,['Kelvin Hall'],[500]
11137,B940015287,R4A101E1,24,Thursday,Evening,01:30,68,['Kelvin Gallery'],[230]
11138,B940015302,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11139,B940015302,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11140,B940015302,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11141,B940015302,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11142,B940015302,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11143,B940015324,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11144,B940015324,L11120E1,24,Thursday,Evening,01:30,89,['Kelvin Gallery'],[230]
11145,B940015324,L11150E1,22,Thursday,Morning,01:30,56,['Hunter West'],[195]
11146,B940015324,M11451E1,13,Monday,Morning,02:00,40,['Kelvin Gallery'],[230]
11147,B940015357,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11148,B940015357,L11110E1,14,Monday,Afternoon,02:00,25,['Senate'],[80]
11149,B940015357,L11120E1,24,Thursday,Evening,01:30,89,['Kelvin Gallery'],[230]
11150,B940015357,N1A110E1,11,Saturday,Afternoon,01:30,83,['Bute'],[230]
11151,B940015368,G111GAE1,8,Friday,Afternoon,02:00,71,['OTC'],[110]
11152,B940015368,K41110E1,22,Thursday,Morning,01:30,31,['Bute'],[230]
11153,B940015368,K41210E1,26,Friday,Afternoon,01:30,30,['James Watt Design Studio B'],[69]
11154,B940015368,L81112E1,14,Monday,Afternoon,02:00,89,['Hunter West'],[195]
11155,B940015368,L81122E1,5,Thursday,Afternoon,02:00,104,['Kelvin Gallery'],[230]
11156,B940015416,C81HBAE1,27,Friday,Evening,01:00,121,['Kelvin Hall'],[500]
11157,B940015416,C81HCAE1,17,Tuesday,Afternoon,01:00,126,['Bute'],[230]
11158,B940015416,C81HDAE1,25,Friday,Morning,01:00,121,['Kelvin Hall'],[500]
11159,B940015416,C81IAAE1,23,Thursday,Afternoon,01:00,67,['Bute'],[230]
11160,B940015416,C81MSAE1,16,Tuesday,Morning,01:00,113,['Kelvin Hall'],[500]
11161,B940015416,LK10RAE1,2,Wednesday,Afternoon,01:00,16,['St Andrews Rm 237'],[30]
11162,B940015416,LKA1FAE1,26,Friday,Afternoon,02:00,141,['Hunter West'],[195]
11163,B940015427,C81HBAE1,27,Friday,Evening,01:00,121,['Kelvin Hall'],[500]
11164,B940015427,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11165,B940015427,L11120E1,24,Thursday,Evening,01:30,89,['Kelvin Gallery'],[230]
11166,B940015427,L11150E1,22,Thursday,Morning,01:30,56,['Hunter West'],[195]
11167,B940015427,M31006E1,19,Wednesday,Morning,02:00,82,['John McIntyre Rm 201'],[100]
11168,B940015427,M3A019E1,25,Friday,Morning,01:30,42,['Rankine 630'],[55]
11169,B940015450,L11101E1,10,Saturday,Morning,01:30,126,"['Hunter West', 'Kelvin Hall']","[195, 500]"
11170,B940015450,M31006E1,19,Wednesday,Morning,02:00,82,['John McIntyre Rm 201'],[100]
11171,B940015450,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11172,B940015450,N11102E1,7,Friday,Morning,02:00,155,['Kelvin Hall'],[500]
11173,B940015450,N11103E1,4,Thursday,Morning,02:00,90,['John McIntyre Rm 201'],[100]
11174,B940015472,C81ICAE1,1,Wednesday,Morning,01:00,50,['Randolph'],[85]
11175,B940015472,L31004E1,4,Thursday,Morning,02:00,88,['Hunter West'],[195]
11176,B940015472,L31005E1,13,Monday,Morning,02:00,68,['James Watt Design Studio B'],[69]
11177,B940015472,L31109E1,16,Tuesday,Morning,02:00,52,['James Watt Design Studio A'],[54]
11178,B940015472,N1A110E1,11,Saturday,Afternoon,01:30,83,['Bute'],[230]
11179,B940015483,C81IDAE1,18,Tuesday,Evening,01:00,54,['James Watt Design Studio A'],[54]
11180,B940015483,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11181,B940015483,L11120E1,24,Thursday,Evening,01:30,89,['Kelvin Gallery'],[230]
11182,B940015483,M11451E1,13,Monday,Morning,02:00,40,['Kelvin Gallery'],[230]
11183,B940015494,C81IBAE1,27,Friday,Evening,01:00,25,"['Kelvin Hall', 'Rankine 629']","[500, 53]"
11184,B940015494,L11101E1,10,Saturday,Morning,01:30,126,"['Hunter West', 'Kelvin Hall']","[195, 500]"
11185,B940015494,N11102E1,7,Friday,Morning,02:00,155,['Kelvin Hall'],[500]
11186,B940015494,R11001E1,26,Friday,Afternoon,01:00,191,['Kelvin Hall'],[500]
11187,B940015494,R11004E1,5,Thursday,Afternoon,01:00,138,"['Kelvin Gallery', 'Kelvin Hall']","[230, 500]"
11188,B940015586,K1AHRSE1,7,Friday,Morning,02:00,53,['John McIntyre Rm 201'],[100]
11189,B940015586,K1AHWAE2,15,Monday,Evening,00:50,58,['OTC'],[110]
11190,B940015586,K1APADE1,13,Monday,Morning,02:00,59,"['Randolph', 'WILTF']","[85, 60]"
11191,B940015586,K1ATS1E1,4,Thursday,Morning,02:00,54,"['John McIntyre Rm 201', 'OTC']","[100, 110]"
11192,B940015597,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11193,B940015597,L11102E1,10,Saturday,Morning,01:30,63,['Fore'],[64]
11194,B940015597,V7A101E1,5,Thursday,Afternoon,01:30,52,['Sir Charles Wilson'],[60]
11195,B940015597,V7A107E1,14,Monday,Afternoon,01:30,67,['Bute'],[230]
11196,B940015597,V7A211E1,24,Thursday,Evening,01:30,53,['Fore'],[64]
11197,B940015612,K1AHRSE1,7,Friday,Morning,02:00,53,['John McIntyre Rm 201'],[100]
11198,B940015612,K1AHWAE2,15,Monday,Evening,00:50,58,['OTC'],[110]
11199,B940015612,K1APADE1,13,Monday,Morning,02:00,59,"['Randolph', 'WILTF']","[85, 60]"
11200,B940015612,K1ATS1E1,4,Thursday,Morning,02:00,54,"['John McIntyre Rm 201', 'OTC']","[100, 110]"
11201,B940015704,AAA013E1,1,Wednesday,Morning,02:00,55,['Rankine 630'],[55]
11202,B940015704,C81HBAE1,27,Friday,Evening,01:00,121,['Kelvin Hall'],[500]
11203,B940015704,C81HCAE1,17,Tuesday,Afternoon,01:00,126,['Bute'],[230]
11204,B940015704,C81HDAE1,25,Friday,Morning,01:00,121,['Kelvin Hall'],[500]
11205,B940015704,C81MSAE1,16,Tuesday,Morning,01:00,113,['Kelvin Hall'],[500]
11206,B940015704,V7A105E1,21,Wednesday,Evening,01:30,40,['Randolph'],[85]
11207,B940015760,G111ACE1,17,Tuesday,Afternoon,02:00,34,['Randolph'],[85]
11208,B940015760,G111CCE1,1,Wednesday,Morning,01:00,59,['Hunter West'],[195]
11209,B940015760,L11101E1,10,Saturday,Morning,01:30,126,"['Hunter West', 'Kelvin Hall']","[195, 500]"
11210,B940015760,N11102E1,7,Friday,Morning,02:00,155,['Kelvin Hall'],[500]
11211,B940015760,N11103E1,4,Thursday,Morning,02:00,90,['John McIntyre Rm 201'],[100]
11212,B940015793,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11213,B940015793,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11214,B940015793,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11215,B940015793,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11216,B940015793,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11217,B940015807,K1AHRSE1,7,Friday,Morning,02:00,53,['John McIntyre Rm 201'],[100]
11218,B940015807,K1AHWAE2,15,Monday,Evening,00:50,58,['OTC'],[110]
11219,B940015807,K1APADE1,13,Monday,Morning,02:00,59,"['Randolph', 'WILTF']","[85, 60]"
11220,B940015807,K1ATS1E1,4,Thursday,Morning,02:00,54,"['John McIntyre Rm 201', 'OTC']","[100, 110]"
11221,B940015829,M11345E1,1,Wednesday,Morning,01:30,72,['Bute'],[230]
11222,B940015829,M11347E1,16,Tuesday,Morning,01:30,80,['John McIntyre Rm 201'],[100]
11223,B940015829,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11224,B940015829,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11225,B940015829,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11226,B940015830,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11227,B940015830,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11228,B940015830,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11229,B940015830,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11230,B940015830,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11231,B940015966,C81J5AE1,25,Friday,Morning,01:00,13,['Hunter East'],[195]
11232,B940015966,C81J5AE2,1,Wednesday,Morning,01:00,13,['Hunter West'],[195]
11233,B940015966,L81112E1,14,Monday,Afternoon,02:00,89,['Hunter West'],[195]
11234,B940015966,L81122E1,5,Thursday,Afternoon,02:00,104,['Kelvin Gallery'],[230]
11235,B940015999,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11236,B940015999,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11237,B940015999,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11238,B940015999,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11239,B940015999,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11240,B940016011,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11241,B940016011,L11111E1,17,Tuesday,Afternoon,02:00,32,['OTC'],[110]
11242,B940016011,L11120E1,24,Thursday,Evening,01:30,89,['Kelvin Gallery'],[230]
11243,B940016011,L11150E1,22,Thursday,Morning,01:30,56,['Hunter West'],[195]
11244,B940016103,K1AHRSE1,7,Friday,Morning,02:00,53,['John McIntyre Rm 201'],[100]
11245,B940016103,K1AHWAE2,15,Monday,Evening,00:50,58,['OTC'],[110]
11246,B940016103,K1APADE1,13,Monday,Morning,02:00,59,"['Randolph', 'WILTF']","[85, 60]"
11247,B940016103,K1ATS1E1,4,Thursday,Morning,02:00,54,"['John McIntyre Rm 201', 'OTC']","[100, 110]"
11248,B940016192,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11249,B940016192,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11250,B940016192,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11251,B940016192,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11252,B940016192,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11253,B940016251,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11254,B940016251,L11102E1,10,Saturday,Morning,01:30,63,['Fore'],[64]
11255,B940016251,L11111E1,17,Tuesday,Afternoon,02:00,32,['OTC'],[110]
11256,B940016251,N11103E1,4,Thursday,Morning,02:00,90,['John McIntyre Rm 201'],[100]
11257,B940016321,L81112E1,14,Monday,Afternoon,02:00,89,['Hunter West'],[195]
11258,B940016321,L81122E1,5,Thursday,Afternoon,02:00,104,['Kelvin Gallery'],[230]
11259,B940016321,V61110E1,21,Wednesday,Evening,01:30,62,['Senate'],[80]
11260,B940016321,V6A100E1,10,Saturday,Morning,01:30,96,['Hunter West'],[195]
11261,B940016376,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11262,B940016376,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11263,B940016376,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11264,B940016376,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11265,B940016376,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11266,B940016402,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11267,B940016402,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11268,B940016402,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11269,B940016402,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11270,B940016402,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11271,B940016491,L81112E1,14,Monday,Afternoon,02:00,89,['Hunter West'],[195]
11272,B940016491,L81122E1,5,Thursday,Afternoon,02:00,104,['Kelvin Gallery'],[230]
11273,B940016491,V61110E1,21,Wednesday,Evening,01:30,62,['Senate'],[80]
11274,B940016491,V6A100E1,10,Saturday,Morning,01:30,96,['Hunter West'],[195]
11275,B940016527,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11276,B940016527,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11277,B940016527,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11278,B940016527,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11279,B940016527,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11280,B940016549,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11281,B940016549,L11120E1,24,Thursday,Evening,01:30,89,['Kelvin Gallery'],[230]
11282,B940016549,L11150E1,22,Thursday,Morning,01:30,56,['Hunter West'],[195]
11283,B940016549,M31006E1,19,Wednesday,Morning,02:00,82,['John McIntyre Rm 201'],[100]
11284,B940016549,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11285,B940016583,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11286,B940016583,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11287,B940016583,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11288,B940016583,Q3A308E1,11,Saturday,Afternoon,03:00,26,['St Andrews Gym Hall'],[110]
11289,B940016583,Q4A210E1,20,Wednesday,Afternoon,03:00,39,['Kelvin Gallery'],[230]
11290,B940016653,L11101E1,10,Saturday,Morning,01:30,126,"['Hunter West', 'Kelvin Hall']","[195, 500]"
11291,B940016653,L11120E1,24,Thursday,Evening,01:30,89,['Kelvin Gallery'],[230]
11292,B940016653,M31006E1,19,Wednesday,Morning,02:00,82,['John McIntyre Rm 201'],[100]
11293,B940016653,N11102E1,7,Friday,Morning,02:00,155,['Kelvin Hall'],[500]
11294,B940016653,N11103E1,4,Thursday,Morning,02:00,90,['John McIntyre Rm 201'],[100]
11295,B940016664,C81HAAE1,6,Thursday,Evening,01:00,23,['OTC'],[110]
11296,B940016664,L11101E1,10,Saturday,Morning,01:30,126,"['Hunter West', 'Kelvin Hall']","[195, 500]"
11297,B940016664,M31006E1,19,Wednesday,Morning,02:00,82,['John McIntyre Rm 201'],[100]
11298,B940016664,N11102E1,7,Friday,Morning,02:00,155,['Kelvin Hall'],[500]
11299,B940016664,N11103E1,4,Thursday,Morning,02:00,90,['John McIntyre Rm 201'],[100]
11300,B940016686,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11301,B940016686,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11302,B940016686,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11303,B940016686,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11304,B940016686,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11305,B940016745,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11306,B940016745,L11102E1,10,Saturday,Morning,01:30,63,['Fore'],[64]
11307,B940016745,V7A101E1,5,Thursday,Afternoon,01:30,52,['Sir Charles Wilson'],[60]
11308,B940016745,V7A204E1,22,Thursday,Morning,01:30,65,['Kelvin Gallery'],[230]
11309,B940016745,V7A211E1,24,Thursday,Evening,01:30,53,['Fore'],[64]
11310,B940016804,L11101E1,10,Saturday,Morning,01:30,126,"['Hunter West', 'Kelvin Hall']","[195, 500]"
11311,B940016804,M31006E1,19,Wednesday,Morning,02:00,82,['John McIntyre Rm 201'],[100]
11312,B940016804,M3A019E1,25,Friday,Morning,01:30,42,['Rankine 630'],[55]
11313,B940016804,N11102E1,7,Friday,Morning,02:00,155,['Kelvin Hall'],[500]
11314,B940016804,N11103E1,4,Thursday,Morning,02:00,90,['John McIntyre Rm 201'],[100]
11315,B940016848,C81HBAE1,27,Friday,Evening,01:00,121,['Kelvin Hall'],[500]
11316,B940016848,C81HCAE1,17,Tuesday,Afternoon,01:00,126,['Bute'],[230]
11317,B940016848,C81HDAE1,25,Friday,Morning,01:00,121,['Kelvin Hall'],[500]
11318,B940016848,C81MSAE1,16,Tuesday,Morning,01:00,113,['Kelvin Hall'],[500]
11319,B940016848,L81122E1,5,Thursday,Afternoon,02:00,104,['Kelvin Gallery'],[230]
11320,B940016848,N1A110E1,11,Saturday,Afternoon,01:30,83,['Bute'],[230]
11321,B940016848,N1A402E1,1,Wednesday,Morning,02:00,83,['John McIntyre Rm 201'],[100]
11322,B940016859,C81HBAE1,27,Friday,Evening,01:00,121,['Kelvin Hall'],[500]
11323,B940016859,C81HCAE1,17,Tuesday,Afternoon,01:00,126,['Bute'],[230]
11324,B940016859,C81HDAE1,25,Friday,Morning,01:00,121,['Kelvin Hall'],[500]
11325,B940016859,C81IAAE1,23,Thursday,Afternoon,01:00,67,['Bute'],[230]
11326,B940016859,C81MSAE1,16,Tuesday,Morning,01:00,113,['Kelvin Hall'],[500]
11327,B940016859,V11111E1,8,Friday,Afternoon,01:30,114,['Kelvin Hall'],[500]
11328,B940016882,AAA024E1,24,Thursday,Evening,01:30,31,['Randolph'],[85]
11329,B940016882,L31005E1,13,Monday,Morning,02:00,68,['James Watt Design Studio B'],[69]
11330,B940016882,M11345E1,1,Wednesday,Morning,01:30,72,['Bute'],[230]
11331,B940016882,M11347E1,16,Tuesday,Morning,01:30,80,['John McIntyre Rm 201'],[100]
11332,B940016882,V11111E1,8,Friday,Afternoon,01:30,114,['Kelvin Hall'],[500]
11333,B940016952,F311X1E1,3,Wednesday,Evening,01:00,37,['Rankine 601'],[37]
11334,B940016952,F311X2E1,20,Wednesday,Afternoon,01:00,25,['St Andrews Rm 234'],[40]
11335,B940016952,L81112E1,14,Monday,Afternoon,02:00,89,['Hunter West'],[195]
11336,B940016952,L81122E1,5,Thursday,Afternoon,02:00,104,['Kelvin Gallery'],[230]
11337,B940016952,R4A101E1,24,Thursday,Evening,01:30,68,['Kelvin Gallery'],[230]
11338,B940016963,G111GBE1,8,Friday,Afternoon,02:00,222,['Kelvin Gallery'],[230]
11339,B940016963,L11101E1,10,Saturday,Morning,01:30,126,"['Hunter West', 'Kelvin Hall']","[195, 500]"
11340,B940016963,N11102E1,7,Friday,Morning,02:00,155,['Kelvin Hall'],[500]
11341,B940016963,R4A101E1,24,Thursday,Evening,01:30,68,['Kelvin Gallery'],[230]
11342,B940016985,K1AHRSE1,7,Friday,Morning,02:00,53,['John McIntyre Rm 201'],[100]
11343,B940016985,K1AHWAE2,15,Monday,Evening,00:50,58,['OTC'],[110]
11344,B940016985,K1APADE1,13,Monday,Morning,02:00,59,"['Randolph', 'WILTF']","[85, 60]"
11345,B940016985,K1ATS1E1,4,Thursday,Morning,02:00,54,"['John McIntyre Rm 201', 'OTC']","[100, 110]"
11346,B940017007,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11347,B940017007,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11348,B940017007,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11349,B940017007,R11001E1,26,Friday,Afternoon,01:00,191,['Kelvin Hall'],[500]
11350,B940017007,R21101E1,20,Wednesday,Afternoon,01:30,96,['St Andrews Gym Hall'],[110]
11351,B940017018,M11341E1,9,Friday,Evening,01:30,13,['St Andrews Gym Hall'],[110]
11352,B940017018,M11343E1,27,Friday,Evening,01:30,14,['Gilbert Scott Conf Suite Rm 250'],[40]
11353,B940017018,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11354,B940017018,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11355,B940017018,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11356,B940017030,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11357,B940017030,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11358,B940017030,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11359,B940017030,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11360,B940017030,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11361,B940017096,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11362,B940017096,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11363,B940017096,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11364,B940017096,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11365,B940017096,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11366,B940017122,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11367,B940017122,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11368,B940017122,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11369,B940017122,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11370,B940017122,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11371,B940017199,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11372,B940017199,L11120E1,24,Thursday,Evening,01:30,89,['Kelvin Gallery'],[230]
11373,B940017199,M11345E1,1,Wednesday,Morning,01:30,72,['Bute'],[230]
11374,B940017199,M11351E1,14,Monday,Afternoon,02:00,38,['Kelvin Blg Rm 323/324'],[50]
11375,B940017269,L31004E1,4,Thursday,Morning,02:00,88,['Hunter West'],[195]
11376,B940017269,L31097E1,20,Wednesday,Afternoon,02:00,62,['Bute'],[230]
11377,B940017269,L31107E1,22,Thursday,Morning,02:00,48,['Fore'],[64]
11378,B940017269,M11345E1,1,Wednesday,Morning,01:30,72,['Bute'],[230]
11379,B940017269,M11347E1,16,Tuesday,Morning,01:30,80,['John McIntyre Rm 201'],[100]
11380,B940017292,C81IDAE1,18,Tuesday,Evening,01:00,54,['James Watt Design Studio A'],[54]
11381,B940017292,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11382,B940017292,L11102E1,10,Saturday,Morning,01:30,63,['Fore'],[64]
11383,B940017292,L11110E1,14,Monday,Afternoon,02:00,25,['Senate'],[80]
11384,B940017306,AAA022E1,19,Wednesday,Morning,01:30,28,['James Watt Design Studio B'],[69]
11385,B940017306,L11100E1,2,Wednesday,Afternoon,03:00,160,['Hunter East'],[195]
11386,B940017306,L11120E1,24,Thursday,Evening,01:30,89,['Kelvin Gallery'],[230]
11387,B940017306,M11451E1,13,Monday,Morning,02:00,40,['Kelvin Gallery'],[230]
11388,B940017317,M31001E1,13,Monday,Morning,02:00,171,"['Hunter East', 'Kelvin Hall']","[195, 500]"
11389,B940017317,M31012E1,2,Wednesday,Afternoon,02:00,168,"['Hunter East', 'Hunter West']","[195, 195]"
11390,B940017317,M3A002E1,25,Friday,Morning,02:00,155,['Hunter East'],[195]
11391,B940017317,M3A010E1,15,Monday,Evening,01:30,187,['Kelvin Gallery'],[230]
11392,B940017317,M3A015E1,18,Tuesday,Evening,01:30,176,"['Kelvin Gallery', 'Hunter East']","[230, 195]"
11393,B940017328,C81IDAE1,18,Tuesday,Evening,01:00,54,['James Watt Design Studio A'],[54]
11394,B940017328,L31004E1,4,Thursday,Morning,02:00,88,['Hunter West'],[195]
11395,B940017328,L31097E1,20,Wednesday,Afternoon,02:00,62,['Bute'],[230]
11396,B940017328,L31107E1,22,Thursday,Morning,02:00,48,['Fore'],[64]
11397,B940017328,L31109E1,16,Tuesday,Morning,02:00,52,['James Watt Design Studio A'],[54]
11398,B940017340,K1AHRSE1,7,Friday,Morning,02:00,53,['John McIntyre Rm 201'],[100]
11399,B940017340,K1AHWAE2,15,Monday,Evening,00:50,58,['OTC'],[110]
11400,B940017340,K1APADE1,13,Monday,Morning,02:00,59,"['Randolph', 'WILTF']","[85, 60]"
11401,B940017340,K1ATS1E1,4,Thursday,Morning,02:00,54,"['John McIntyre Rm 201', 'OTC']","[100, 110]"
