,student_code,exam_code,slot_index,day,type,duration,total_students,rooms,rooms_capacity
7272,B920619128,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7273,B920619128,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7274,B920619128,L13516E1,8,Friday,Afternoon,01:30,20,['Rankine 601'],[37]
7275,B920630031,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7276,B920630031,L13503E1,2,Wednesday,Afternoon,02:00,42,['St Andrews Gym Hall'],[110]
7277,B920630031,L13504E1,25,Friday,Morning,01:30,46,"['Hunter West', 'Kelvin Gallery']","[195, 230]"
7278,B920630031,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7279,B920630031,L83115E1,13,Monday,Morning,02:00,52,['Randolph'],[85]
7280,B920631382,L83112E1,17,Tuesday,Afternoon,02:00,42,"['Rankine 629', 'Kelvin Hall']","[53, 500]"
7281,B920631382,L83115E1,13,Monday,Morning,02:00,52,['Randolph'],[85]
7282,B920631382,L83160E1,5,Thursday,Afternoon,03:00,82,"['Randolph', 'Bute', 'John McIntyre Rm 201']","[85, 230, 100]"
7283,B920632378,L3B049E1,16,Tuesday,Morning,01:30,35,['Randolph'],[85]
7284,B920632378,L3B090E1,11,Saturday,Afternoon,02:00,32,['Kelvin Gallery'],[230]
7285,B920632378,L3C086E1,5,Thursday,Afternoon,02:00,50,['Rankine 629'],[53]
7286,B920633685,L13507E1,20,Wednesday,Afternoon,01:30,64,['Kelvin Hall'],[500]
7287,B920633685,N13303E1,7,Friday,Morning,01:30,67,['Kelvin Hall'],[500]
7288,B920633685,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7289,B920633685,N1B410E1,27,Friday,Evening,01:30,114,['Kelvin Hall'],[500]
7290,B920648047,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7291,B920648047,L13503E1,2,Wednesday,Afternoon,02:00,42,['St Andrews Gym Hall'],[110]
7292,B920648047,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7293,B920648047,L13507E1,20,Wednesday,Afternoon,01:30,64,['Kelvin Hall'],[500]
7294,B920648047,L13509E1,17,Tuesday,Afternoon,01:30,33,['Gilbert Scott Conf Suite Rm 250'],[40]
7295,B920657681,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7296,B920657681,L13503E1,2,Wednesday,Afternoon,02:00,42,['St Andrews Gym Hall'],[110]
7297,B920657681,L13504E1,25,Friday,Morning,01:30,46,"['Hunter West', 'Kelvin Gallery']","[195, 230]"
7298,B920657681,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7299,B920657681,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7300,B920667646,L83112E1,17,Tuesday,Afternoon,02:00,42,"['Rankine 629', 'Kelvin Hall']","[53, 500]"
7301,B920667646,L83160E1,5,Thursday,Afternoon,03:00,82,"['Randolph', 'Bute', 'John McIntyre Rm 201']","[85, 230, 100]"
7302,B920672972,N13303E1,7,Friday,Morning,01:30,67,['Kelvin Hall'],[500]
7303,B920672972,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7304,B920672972,N1B405E1,4,Thursday,Morning,02:00,45,['St Andrews Rm 227 '],[50]
7305,B920672972,N1B407E1,5,Thursday,Afternoon,02:00,38,['Gilbert Scott Conf Suite Rm 253'],[40]
7306,B920672972,N1B410E1,27,Friday,Evening,01:30,114,['Kelvin Hall'],[500]
7307,B920686935,L3B046E1,1,Wednesday,Morning,01:30,21,['Senate'],[80]
7308,B920686935,L3C064E1,7,Friday,Morning,02:00,18,['Rankine 630'],[55]
7309,B920691102,L83112E1,17,Tuesday,Afternoon,02:00,42,"['Rankine 629', 'Kelvin Hall']","[53, 500]"
7310,B920691102,L83118E1,10,Saturday,Morning,02:00,24,['St Andrews Rm 227 '],[50]
7311,B920691102,L83160E1,5,Thursday,Afternoon,03:00,82,"['Randolph', 'Bute', 'John McIntyre Rm 201']","[85, 230, 100]"
7312,B920695465,L83160E1,5,Thursday,Afternoon,03:00,82,"['Randolph', 'Bute', 'John McIntyre Rm 201']","[85, 230, 100]"
7313,B920695465,LK10FAE1,13,Monday,Morning,01:00,44,['Rankine 629'],[53]
7314,B920703933,LKA1FAE1,17,Tuesday,Afternoon,02:00,141,['Bute'],[230]
7315,B920703933,M12353E1,11,Saturday,Afternoon,02:00,64,['John McIntyre Rm 201'],[100]
7316,B920703933,M12365E1,1,Wednesday,Morning,02:00,41,['Bute'],[230]
7317,B920703933,M1B363E1,13,Monday,Morning,02:00,37,['Rankine 630'],[55]
7318,B920703933,V42103E1,7,Friday,Morning,01:00,15,['Gilbert Scott Conf Suite Rm 250'],[40]
7319,B920704055,L3B046E1,1,Wednesday,Morning,01:30,21,['Senate'],[80]
7320,B920704055,M13369E1,10,Saturday,Morning,02:00,41,['Sir Charles Wilson'],[60]
7321,B920704055,M1B372E1,26,Friday,Afternoon,02:00,33,['John McIntyre Rm 201'],[100]
7322,B920704055,M1B374E1,19,Wednesday,Morning,02:00,15,['St Andrews Rm 234'],[40]
7323,B920713909,L3B021E1,20,Wednesday,Afternoon,02:00,30,['Hunter West'],[195]
7324,B920713909,L3B026E1,23,Thursday,Afternoon,02:00,26,['St Andrews Gym Hall'],[110]
7325,B920713909,L3C064E1,7,Friday,Morning,02:00,18,['Rankine 630'],[55]
7326,B920714814,L3B030E1,27,Friday,Evening,01:30,27,['Kelvin Hall'],[500]
7327,B920714814,M33064E1,14,Monday,Afternoon,02:00,29,['Bute'],[230]
7328,B920714814,M33074E1,17,Tuesday,Afternoon,02:00,48,['Kelvin Blg Rm 220'],[50]
7329,B920714814,M3B031E1,23,Thursday,Afternoon,02:00,58,['Hunter East'],[195]
7330,B920714814,M3B066E1,4,Thursday,Morning,02:00,76,['Kelvin Gallery'],[230]
7331,B920722060,LK44FAE1,13,Monday,Morning,03:00,32,['Kelvin Hall'],[500]
7332,B920722060,N13303E1,7,Friday,Morning,01:30,67,['Kelvin Hall'],[500]
7333,B920722060,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7334,B920722060,N1B404E1,4,Thursday,Morning,02:00,30,['St Andrews Rm 234'],[40]
7335,B920723078,K43100E1,20,Wednesday,Afternoon,01:30,28,['Rankine 601'],[37]
7336,B920723078,K4C110E1,5,Thursday,Afternoon,01:30,42,['St Andrews Rm 227 '],[50]
7337,B920723078,K4C120E1,15,Monday,Evening,01:30,42,"['WILT 112', 'St Andrews Rm 227 ']","[50, 50]"
7338,B920723078,K4C140E1,24,Thursday,Evening,01:30,43,['Bute'],[230]
7339,B920723078,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7340,B920723403,M33036E1,20,Wednesday,Afternoon,02:00,10,['Gilbert Scott Conf Suite Rm 356'],[40]
7341,B920723403,M33042E1,25,Friday,Morning,02:00,97,['John McIntyre Rm 201'],[100]
7342,B920723403,M33060E1,1,Wednesday,Morning,02:00,82,['Kelvin Hall'],[500]
7343,B920723403,M3B066E1,4,Thursday,Morning,02:00,76,['Kelvin Gallery'],[230]
7344,B920750524,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7345,B920750524,L13503E1,2,Wednesday,Afternoon,02:00,42,['St Andrews Gym Hall'],[110]
7346,B920750524,L13504E1,25,Friday,Morning,01:30,46,"['Hunter West', 'Kelvin Gallery']","[195, 230]"
7347,B920750524,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7348,B920750524,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7349,B920754669,L83115E1,13,Monday,Morning,02:00,52,['Randolph'],[85]
7350,B920754669,LKC3FAE1,22,Thursday,Morning,03:00,51,['Kelvin Hall'],[500]
7351,B920754669,N13303E1,7,Friday,Morning,01:30,67,['Kelvin Hall'],[500]
7352,B920754669,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7353,B920754669,N1B420E1,16,Tuesday,Morning,01:30,19,['John McIntyre Rm 201'],[100]
7354,B920758210,K43100E1,20,Wednesday,Afternoon,01:30,28,['Rankine 601'],[37]
7355,B920758210,K4C110E1,5,Thursday,Afternoon,01:30,42,['St Andrews Rm 227 '],[50]
7356,B920758210,K4C120E1,15,Monday,Evening,01:30,42,"['WILT 112', 'St Andrews Rm 227 ']","[50, 50]"
7357,B920758210,K4C140E1,24,Thursday,Evening,01:30,43,['Bute'],[230]
7358,B920758210,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7359,B920764406,L11120E1,1,Wednesday,Morning,01:30,89,['Hunter East'],[195]
7360,B920764406,N13303E1,7,Friday,Morning,01:30,67,['Kelvin Hall'],[500]
7361,B920764406,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7362,B920764406,N1B404E1,4,Thursday,Morning,02:00,30,['St Andrews Rm 234'],[40]
7363,B920764406,N1B410E1,27,Friday,Evening,01:30,114,['Kelvin Hall'],[500]
7364,B920765436,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7365,B920765436,L13504E1,25,Friday,Morning,01:30,46,"['Hunter West', 'Kelvin Gallery']","[195, 230]"
7366,B920765436,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7367,B920765436,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7368,B920765436,L13510E1,22,Thursday,Morning,02:00,11,['WILTF'],[60]
7369,B920768747,K1BBS1E1,23,Thursday,Afternoon,02:00,48,['James Watt Design Studio B'],[69]
7370,B920768747,K1BCSTE1,7,Friday,Morning,02:00,48,['James Watt Design Studio A'],[54]
7371,B920770485,K1BBS1E1,23,Thursday,Afternoon,02:00,48,['James Watt Design Studio B'],[69]
7372,B920770485,K1BCSTE1,7,Friday,Morning,02:00,48,['James Watt Design Studio A'],[54]
7373,B920773501,L3B021E1,20,Wednesday,Afternoon,02:00,30,['Hunter West'],[195]
7374,B920773501,L3C064E1,7,Friday,Morning,02:00,18,['Rankine 630'],[55]
7375,B920780082,L3C064E1,7,Friday,Morning,02:00,18,['Rankine 630'],[55]
7376,B920783083,L3B100E1,16,Tuesday,Morning,01:30,21,['Rankine 601'],[37]
7377,B920783083,L83115E1,13,Monday,Morning,02:00,52,['Randolph'],[85]
7378,B920783083,L83160E1,5,Thursday,Afternoon,03:00,82,"['Randolph', 'Bute', 'John McIntyre Rm 201']","[85, 230, 100]"
7379,B920786372,C8CXCHE1,13,Monday,Morning,02:00,20,['Joseph Black A504'],[25]
7380,B920786372,C8CXDLE1,8,Friday,Afternoon,02:00,5,['St Andrews Gym Hall'],[110]
7381,B920791594,L83118E1,10,Saturday,Morning,02:00,24,['St Andrews Rm 227 '],[50]
7382,B920791594,L83122E1,26,Friday,Afternoon,02:00,13,['Kelvin Hall'],[500]
7383,B920791594,L83160E1,5,Thursday,Afternoon,03:00,82,"['Randolph', 'Bute', 'John McIntyre Rm 201']","[85, 230, 100]"
7384,B920792845,M13369E1,10,Saturday,Morning,02:00,41,['Sir Charles Wilson'],[60]
7385,B920792845,M1B359E1,4,Thursday,Morning,02:00,22,['Gilbert Scott Conf Suite Rm 355 (no lift)'],[30]
7386,B920792845,M1B363E1,13,Monday,Morning,02:00,37,['Rankine 630'],[55]
7387,B920792845,M1B372E1,26,Friday,Afternoon,02:00,33,['John McIntyre Rm 201'],[100]
7388,B920793082,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7389,B920793082,L13503E1,2,Wednesday,Afternoon,02:00,42,['St Andrews Gym Hall'],[110]
7390,B920793082,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7391,B920793082,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7392,B920793082,L13516E1,8,Friday,Afternoon,01:30,20,['Rankine 601'],[37]
7393,B920803750,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7394,B920803750,L13516E1,8,Friday,Afternoon,01:30,20,['Rankine 601'],[37]
7395,B920803750,L13520E1,23,Thursday,Afternoon,02:00,15,['Fore'],[64]
7396,B920803750,L13521E1,25,Friday,Morning,02:00,20,['Kelvin Hall'],[500]
7397,B920803750,N13305E1,14,Monday,Afternoon,02:10,28,"['Kelvin Blg Rm 323/324', 'James Watt Design Studio A']","[50, 54]"
7398,B920828410,L83118E1,10,Saturday,Morning,02:00,24,['St Andrews Rm 227 '],[50]
7399,B920828410,L83160E1,5,Thursday,Afternoon,03:00,82,"['Randolph', 'Bute', 'John McIntyre Rm 201']","[85, 230, 100]"
7400,B920835452,C8COUAE1,1,Wednesday,Morning,02:00,37,['Bute'],[230]
7401,B920835452,L3B049E1,16,Tuesday,Morning,01:30,35,['Randolph'],[85]
7402,B920840984,M3B030E1,7,Friday,Morning,02:00,184,['Kelvin Hall'],[500]
7403,B920840984,M3B043E1,5,Thursday,Afternoon,02:00,51,"['Rankine 630', 'Kelvin Hall']","[55, 500]"
7404,B920841659,L3B026E1,23,Thursday,Afternoon,02:00,26,['St Andrews Gym Hall'],[110]
7405,B920841659,L3B049E1,16,Tuesday,Morning,01:30,35,['Randolph'],[85]
7406,B920841659,L3B090E1,11,Saturday,Afternoon,02:00,32,['Kelvin Gallery'],[230]
7407,B920841659,L3C086E1,5,Thursday,Afternoon,02:00,50,['Rankine 629'],[53]
7408,B920843734,L83112E1,17,Tuesday,Afternoon,02:00,42,"['Rankine 629', 'Kelvin Hall']","[53, 500]"
7409,B920843734,L83160E1,5,Thursday,Afternoon,03:00,82,"['Randolph', 'Bute', 'John McIntyre Rm 201']","[85, 230, 100]"
7410,B920846023,C8COUAE1,1,Wednesday,Morning,02:00,37,['Bute'],[230]
7411,B920846023,C8CXPAE1,21,Wednesday,Evening,01:30,19,['Rankine 601'],[37]
7412,B920850260,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7413,B920850260,L13504E1,25,Friday,Morning,01:30,46,"['Hunter West', 'Kelvin Gallery']","[195, 230]"
7414,B920850260,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7415,B920850260,L13507E1,20,Wednesday,Afternoon,01:30,64,['Kelvin Hall'],[500]
7416,B920850260,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7417,B920853788,M13369E1,10,Saturday,Morning,02:00,41,['Sir Charles Wilson'],[60]
7418,B920853788,M1B373E1,4,Thursday,Morning,02:00,34,['WILT 112'],[50]
7419,B920853788,M1B374E1,19,Wednesday,Morning,02:00,15,['St Andrews Rm 234'],[40]
7420,B920853788,M1B382E1,25,Friday,Morning,02:00,13,['Kelvin Blg Rm 323/324'],[50]
7421,B920855911,K1BBS1E1,23,Thursday,Afternoon,02:00,48,['James Watt Design Studio B'],[69]
7422,B920855911,K1BCSTE1,7,Friday,Morning,02:00,48,['James Watt Design Studio A'],[54]
7423,B920865057,N13301E1,13,Monday,Morning,02:00,20,['James Watt Design Studio B'],[69]
7424,B920865057,N13303E1,7,Friday,Morning,01:30,67,['Kelvin Hall'],[500]
7425,B920865057,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7426,B920865057,N1B404E1,4,Thursday,Morning,02:00,30,['St Andrews Rm 234'],[40]
7427,B920865057,N1B407E1,5,Thursday,Afternoon,02:00,38,['Gilbert Scott Conf Suite Rm 253'],[40]
7428,B920865057,N1B410E1,27,Friday,Evening,01:30,114,['Kelvin Hall'],[500]
7429,B920871977,L12302E1,13,Monday,Morning,02:00,107,"['Bute', 'OTC']","[230, 110]"
7430,B920871977,L12303E1,1,Wednesday,Morning,01:00,137,['Hunter West'],[195]
7431,B920871977,L12310E1,8,Friday,Afternoon,02:00,21,['Rankine 629'],[53]
7432,B920871977,L12404E1,18,Tuesday,Evening,01:00,105,['Bute'],[230]
7433,B920874875,L13503E1,2,Wednesday,Afternoon,02:00,42,['St Andrews Gym Hall'],[110]
7434,B920874875,L13504E1,25,Friday,Morning,01:30,46,"['Hunter West', 'Kelvin Gallery']","[195, 230]"
7435,B920874875,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7436,B920874875,L13507E1,20,Wednesday,Afternoon,01:30,64,['Kelvin Hall'],[500]
7437,B920874875,L13510E1,22,Thursday,Morning,02:00,11,['WILTF'],[60]
7438,B920890037,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7439,B920890037,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7440,B920890037,L13507E1,20,Wednesday,Afternoon,01:30,64,['Kelvin Hall'],[500]
7441,B920890037,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7442,B920890037,N1B409E1,23,Thursday,Afternoon,02:00,31,['WILT 112'],[50]
7443,B920890048,M33059E1,10,Saturday,Morning,03:00,30,['Gilbert Scott Conf Suite Rm 253'],[40]
7444,B920890048,M33060E1,1,Wednesday,Morning,02:00,82,['Kelvin Hall'],[500]
7445,B920890048,M33064E1,14,Monday,Afternoon,02:00,29,['Bute'],[230]
7446,B920890048,M33074E1,17,Tuesday,Afternoon,02:00,48,['Kelvin Blg Rm 220'],[50]
7447,B920890048,M3B066E1,4,Thursday,Morning,02:00,76,['Kelvin Gallery'],[230]
7448,B920894138,K43100E1,20,Wednesday,Afternoon,01:30,28,['Rankine 601'],[37]
7449,B920894138,K4C110E1,5,Thursday,Afternoon,01:30,42,['St Andrews Rm 227 '],[50]
7450,B920894138,K4C120E1,15,Monday,Evening,01:30,42,"['WILT 112', 'St Andrews Rm 227 ']","[50, 50]"
7451,B920894138,K4C140E1,24,Thursday,Evening,01:30,43,['Bute'],[230]
7452,B920894138,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7453,B920907254,L11120E1,1,Wednesday,Morning,01:30,89,['Hunter East'],[195]
7454,B920907254,L13510E1,22,Thursday,Morning,02:00,11,['WILTF'],[60]
7455,B920907254,N13303E1,7,Friday,Morning,01:30,67,['Kelvin Hall'],[500]
7456,B920907254,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7457,B920907254,N1B404E1,4,Thursday,Morning,02:00,30,['St Andrews Rm 234'],[40]
7458,B920912982,K1AEU1E1,13,Monday,Morning,02:00,53,['Kelvin Hall'],[500]
7459,B920912982,K1BACOE1,17,Tuesday,Afternoon,02:00,52,"['James Watt Design Studio A', 'Rankine 630']","[54, 55]"
7460,B920912982,K1BTMSE1,2,Wednesday,Afternoon,02:00,51,['Kelvin Hall'],[500]
7461,B920915983,L11120E1,1,Wednesday,Morning,01:30,89,['Hunter East'],[195]
7462,B920915983,L13507E1,20,Wednesday,Afternoon,01:30,64,['Kelvin Hall'],[500]
7463,B920915983,N13303E1,7,Friday,Morning,01:30,67,['Kelvin Hall'],[500]
7464,B920915983,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7465,B920915983,N13305E1,14,Monday,Afternoon,02:10,28,"['Kelvin Blg Rm 323/324', 'James Watt Design Studio A']","[50, 54]"
7466,B920915983,N1B410E1,27,Friday,Evening,01:30,114,['Kelvin Hall'],[500]
7467,B920934630,N13303E1,7,Friday,Morning,01:30,67,['Kelvin Hall'],[500]
7468,B920934630,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7469,B920934630,N13305E1,14,Monday,Afternoon,02:10,28,"['Kelvin Blg Rm 323/324', 'James Watt Design Studio A']","[50, 54]"
7470,B920934630,N1B405E1,4,Thursday,Morning,02:00,45,['St Andrews Rm 227 '],[50]
7471,B920934630,N1B410E1,27,Friday,Evening,01:30,114,['Kelvin Hall'],[500]
7472,B920938199,N12203E1,25,Friday,Morning,01:30,102,"['Bute', 'OTC']","[230, 110]"
7473,B920938199,N1B201E1,9,Friday,Evening,01:30,120,['Hunter East'],[195]
7474,B920938199,N1B202E1,7,Friday,Morning,01:30,123,['Kelvin Gallery'],[230]
7475,B920938199,N1B405E1,4,Thursday,Morning,02:00,45,['St Andrews Rm 227 '],[50]
7476,B920938199,N1B407E1,5,Thursday,Afternoon,02:00,38,['Gilbert Scott Conf Suite Rm 253'],[40]
7477,B920938199,N1B410E1,27,Friday,Evening,01:30,114,['Kelvin Hall'],[500]
7478,B920944097,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7479,B920944097,L13503E1,2,Wednesday,Afternoon,02:00,42,['St Andrews Gym Hall'],[110]
7480,B920944097,L13504E1,25,Friday,Morning,01:30,46,"['Hunter West', 'Kelvin Gallery']","[195, 230]"
7481,B920944097,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7482,B920944097,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7483,B920958441,K42120E1,13,Monday,Morning,01:30,31,"['John McIntyre Rm 201', 'Senate']","[100, 80]"
7484,B920958441,L12303E1,1,Wednesday,Morning,01:00,137,['Hunter West'],[195]
7485,B920966848,L83115E1,13,Monday,Morning,02:00,52,['Randolph'],[85]
7486,B920966848,N13303E1,7,Friday,Morning,01:30,67,['Kelvin Hall'],[500]
7487,B920966848,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7488,B920966848,N1B404E1,4,Thursday,Morning,02:00,30,['St Andrews Rm 234'],[40]
7489,B920966848,N1B407E1,5,Thursday,Afternoon,02:00,38,['Gilbert Scott Conf Suite Rm 253'],[40]
7490,B920969827,M33042E1,25,Friday,Morning,02:00,97,['John McIntyre Rm 201'],[100]
7491,B920969827,M33060E1,1,Wednesday,Morning,02:00,82,['Kelvin Hall'],[500]
7492,B920969827,M3B043E1,5,Thursday,Afternoon,02:00,51,"['Rankine 630', 'Kelvin Hall']","[55, 500]"
7493,B920969827,M3B066E1,4,Thursday,Morning,02:00,76,['Kelvin Gallery'],[230]
7494,B920976607,L3B049E1,16,Tuesday,Morning,01:30,35,['Randolph'],[85]
7495,B920976607,L3B090E1,11,Saturday,Afternoon,02:00,32,['Kelvin Gallery'],[230]
7496,B920976607,L3C086E1,5,Thursday,Afternoon,02:00,50,['Rankine 629'],[53]
7497,B920985001,M1B363E1,13,Monday,Morning,02:00,37,['Rankine 630'],[55]
7498,B920985001,M33053E1,7,Friday,Morning,02:00,28,['Gilbert Scott Conf Suite Rm 253'],[40]
7499,B920985001,M3B031E1,23,Thursday,Afternoon,02:00,58,['Hunter East'],[195]
7500,B920985001,M3B043E1,5,Thursday,Afternoon,02:00,51,"['Rankine 630', 'Kelvin Hall']","[55, 500]"
7501,B920987256,C8COUAE1,1,Wednesday,Morning,02:00,37,['Bute'],[230]
7502,B920987256,C8CXPAE1,21,Wednesday,Evening,01:30,19,['Rankine 601'],[37]
7503,B920993822,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7504,B920993822,L13503E1,2,Wednesday,Afternoon,02:00,42,['St Andrews Gym Hall'],[110]
7505,B920993822,L13507E1,20,Wednesday,Afternoon,01:30,64,['Kelvin Hall'],[500]
7506,B920993822,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7507,B920993822,L13509E1,17,Tuesday,Afternoon,01:30,33,['Gilbert Scott Conf Suite Rm 250'],[40]
7508,B920994069,M13367E1,1,Wednesday,Morning,02:00,8,['Rankine 601'],[37]
7509,B920994069,M13369E1,10,Saturday,Morning,02:00,41,['Sir Charles Wilson'],[60]
7510,B920994069,M1B372E1,26,Friday,Afternoon,02:00,33,['John McIntyre Rm 201'],[100]
7511,B920994069,M1B373E1,4,Thursday,Morning,02:00,34,['WILT 112'],[50]
7512,B921006170,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7513,B921006170,L13503E1,2,Wednesday,Afternoon,02:00,42,['St Andrews Gym Hall'],[110]
7514,B921006170,L13504E1,25,Friday,Morning,01:30,46,"['Hunter West', 'Kelvin Gallery']","[195, 230]"
7515,B921006170,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7516,B921006170,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7517,B921009919,C83XWHE1,8,Friday,Afternoon,02:00,20,['Rankine 629'],[53]
7518,B921009919,C8COUAE1,1,Wednesday,Morning,02:00,37,['Bute'],[230]
7519,B921020453,L13503E1,2,Wednesday,Afternoon,02:00,42,['St Andrews Gym Hall'],[110]
7520,B921020453,L13504E1,25,Friday,Morning,01:30,46,"['Hunter West', 'Kelvin Gallery']","[195, 230]"
7521,B921020453,L13505E1,1,Wednesday,Morning,02:00,68,"['Hunter West', 'James Watt Design Studio B', 'Randolph']","[195, 69, 85]"
7522,B921020453,L13507E1,20,Wednesday,Afternoon,01:30,64,['Kelvin Hall'],[500]
7523,B921020453,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7524,B921026204,M3B030E1,7,Friday,Morning,02:00,184,['Kelvin Hall'],[500]
7525,B921026204,N1A402E1,4,Thursday,Morning,02:00,83,['Bute'],[230]
7526,B921027049,K43100E1,20,Wednesday,Afternoon,01:30,28,['Rankine 601'],[37]
7527,B921027049,K4C110E1,5,Thursday,Afternoon,01:30,42,['St Andrews Rm 227 '],[50]
7528,B921027049,K4C120E1,15,Monday,Evening,01:30,42,"['WILT 112', 'St Andrews Rm 227 ']","[50, 50]"
7529,B921027049,K4C140E1,24,Thursday,Evening,01:30,43,['Bute'],[230]
7530,B921027049,N13304E1,11,Saturday,Afternoon,01:30,125,"['Hunter East', 'Bute']","[195, 230]"
7531,B921044725,L13502E1,10,Saturday,Morning,01:30,58,['John McIntyre Rm 201'],[100]
7532,B921044725,L13507E1,20,Wednesday,Afternoon,01:30,64,['Kelvin Hall'],[500]
7533,B921044725,L13508E1,6,Thursday,Evening,01:30,52,['Kelvin Hall'],[500]
7534,B921044725,L13520E1,23,Thursday,Afternoon,02:00,15,['Fore'],[64]
7535,B921044725,L13521E1,25,Friday,Morning,02:00,20,['Kelvin Hall'],[500]
7536,B921055145,M13369E1,10,Saturday,Morning,02:00,41,['Sir Charles Wilson'],[60]
7537,B921055145,M1B351E1,2,Wednesday,Afternoon,01:30,11,['Gilbert Scott Conf Suite Rm 356'],[40]
7538,B921055145,M1B363E1,13,Monday,Morning,02:00,37,['Rankine 630'],[55]
7539,B921055145,M1B380E1,20,Wednesday,Afternoon,01:30,17,['Kelvin Blg Rm 220'],[50]
7540,B921059176,C82MJAE1,1,Wednesday,Morning,02:00,42,"['Senate', 'Randolph', 'OTC']","[80, 85, 110]"
7541,B921059176,L3B032E1,25,Friday,Morning,02:00,48,['Kelvin Gallery'],[230]
