,0,1,2,3,4,5,6,7,8,9
147,F311Z1E1,19,True,Hunter West,60,1592.0,8,144,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
148,F321C6E1,4,True,Gilbert Scott Conf Suite Rm 355 (no lift),120,814.0,4,11,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
149,F321E4E1,27,True,Gilbert Scott Conf Suite Rm 251,60,828.0,4,13,15,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
150,F321M1E1,26,True,John McIntyre Rm 201,120,1176.0,4,94,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
151,F321Q2E1,20,True,Bute,120,678.0,3,98,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
152,F321Q6E1,10,True,Adam Smith 915,120,898.0,4,18,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
153,F321Q9E1,5,True,59 Oakfield Ave Rm 302 (no lift),120,1296.0,5,9,10,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
154,F321S6E1,23,True,St Andrews Rm 227 ,120,896.0,4,18,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
155,F321T2E1,13,True,John McIntyre Rm 201,120,1494.0,5,95,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
156,F321T6E1,20,True,Rankine 601,120,894.0,4,18,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
157,F321Z3E1,23,True,St Andrews Gym Hall,120,682.0,3,106,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
158,F331M9E1,25,True,Gilbert Scott Conf Suite Rm 356,120,778.0,4,8,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
159,F331N3E1,23,True,James Watt Design Studio B,120,1112.0,4,65,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
160,F331N6E1,8,True,Gilbert Scott Conf Suite Rm 250,120,930.0,4,22,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
161,F331O6E1,2,True,Kelvin Blg Rm 323/324,120,14.0,0,26,50,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
162,F331Q3E1,7,True,Randolph,120,662.0,3,82,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
163,F331S2E1,8,True,Randolph,120,1148.0,4,82,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
164,F331S9E1,26,True,St Andrews Rm 237,120,928.0,4,22,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
165,F331X3E1,1,True,Gilbert Scott Conf Suite Rm 250,120,844.0,4,14,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
166,F331X5E1,17,True,Kelvin Blg Rm 323/324,60,746.0,4,5,50,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
167,F331Z4E1,14,True,Randolph,120,646.0,3,66,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
168,F331Z8E1,16,True,59 Oakfield Ave Rm 302 (no lift),120,788.0,4,9,10,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
169,F3B1B3E1,2,True,Kelvin Blg Rm 220,120,98.0,1,40,50,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
170,F3B1X4E1,5,True,Senate,120,1138.0,4,78,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
171,G111ACE1,2,True,Rankine 601,120,1400.0,5,34,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
172,G111CCE1,4,True,WILTF,60,1448.0,5,59,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
173,G111DGE1,16,True,Rankine 629,120,858.0,4,15,53,"[True, True, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
174,G111GAE1,5,True,Senate,120,1580.0,7,71,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
175,G111GBE1,22,True,Bute,120,1258.0,4,222,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
176,G111MCE1,14,True,59 Oakfield Ave Rm 302 (no lift),90,1534.0,6,3,10,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
177,G111VAE1,3,True,Hunter West,120,1248.0,4,165,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
178,G111VBE1,4,True,Joseph Black A504,120,1574.0,7,24,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
179,G11AS1E1,23,True,Senate,120,1124.0,4,69,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
180,G11MA1E1,5,True,Hunter West,180,1254.0,4,172,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
181,G11MA2E1,11,True,Kelvin Blg Rm 220,120,1026.0,4,40,50,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
182,G11PR1E1,17,True,Bute,120,1246.0,4,165,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
183,G12AL1E1,17,True,OTC,120,1516.0,5,109,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True]"
184,G12AN1E1,19,True,OTC,120,1500.0,5,103,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True]"
185,G12ME1E1,2,True,OTC,120,1510.0,5,108,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True]"
186,G12MM1E1,11,True,St Andrews Gym Hall,120,1514.0,5,109,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
187,G12PR1E1,26,True,Hunter West,120,1522.0,5,115,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
188,G12ST1E1,5,True,Kelvin Gallery,120,114.0,1,112,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
189,G13AN4E1,4,True,Gilbert Scott Conf Suite Rm 253,120,768.0,4,7,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
190,G13AS5E1,25,True,Joseph Black A504,120,910.0,4,19,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
191,G13CM2E1,19,True,Sir Charles Wilson,120,238.0,2,45,60,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
192,G13CS2E1,26,True,Adam Smith 915,120,166.0,2,10,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
193,G13LO1E1,5,True,WILT 112,120,600.0,3,47,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
194,G13MM2E1,7,True,St Andrews Rm 237,120,982.0,4,29,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
195,G13PR2E1,16,True,59 Oakfield Ave Rm 302 (no lift),120,766.0,4,7,10,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
196,G13QT1E1,23,True,Gilbert Scott Conf Suite Rm 356,120,534.0,3,31,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
197,G13RE1E1,1,True,St Andrews Rm 237,120,338.0,3,7,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
198,G13RE2E1,13,True,Kelvin Gallery,120,230.0,2,34,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
199,G13SP2E1,17,True,St Andrews Rm 227 ,120,478.0,3,23,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
200,G13ST3E1,26,True,Gilbert Scott Conf Suite Rm 253,120,422.0,3,16,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
201,G13ST6E1,2,True,St Andrews Rm 234,120,1024.0,4,39,40,"[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
202,G51DSDE1,20,True,Sir Charles Wilson,105,614.0,3,55,60,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
203,G51HOCE1,23,True,Gilbert Scott Conf Suite Rm 253,120,514.0,3,28,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
204,G51MC1E1,11,True,Kelvin Gallery,120,642.0,3,65,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
205,G52ALGE1,20,True,James Watt Design Studio B,120,1096.0,4,62,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
206,G52OBJE1,7,True,Fore,120,1094.0,4,61,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
207,G53FSPE1,19,True,WILT 112,105,604.0,3,49,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
208,G53LCTE1,25,True,James Watt Design Studio A,105,400.0,3,13,54,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
209,G53RDBE1,8,True,Gilbert Scott Conf Suite Rm 251,120,842.0,4,14,15,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
210,G53VIPE1,4,True,St Andrews Gym Hall,105,78.0,1,25,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
211,G5ABELE1,2,True,John McIntyre Rm 208,105,510.0,3,28,40,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
212,G5BAIPE1,25,True,Gilbert Scott Conf Suite Rm 250,105,218.0,2,31,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
213,G5BCCNE1,10,True,Randolph,120,660.0,3,81,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
214,G5BDBSE1,11,True,Fore,120,266.0,2,61,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
215,G5BGRAE1,14,True,James Watt Design Studio A,105,610.0,3,53,54,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
216,G5BSBBE1,26,True,59 Oakfield Ave Rm 302 (no lift),105,782.0,4,9,10,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
217,G5P002E1,25,True,Hunter East,120,244.0,2,49,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True]"
218,G5P005E1,19,True,Sir Charles Wilson,120,260.0,2,56,60,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
219,H21B00E1,7,True,Kelvin Gallery,120,1160.0,4,90,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
220,H21H01E1,13,True,Randolph,120,1140.0,4,80,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
221,H21M01E1,26,True,St Andrews Gym Hall,120,1164.0,4,92,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
222,H22C20E1,10,True,Fore,120,1102.0,4,63,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
223,H22G06E1,2,True,59 Oakfield Ave Rm 302 (no lift),120,1294.0,5,9,10,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
224,H22S02E1,23,True,Senate,120,1136.0,4,75,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
225,H22V02E1,26,True,Senate,120,1134.0,4,75,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
226,H23C20E1,13,True,St Andrews Rm 227 ,120,1046.0,4,47,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
227,H23CEOE1,25,True,Joseph Black A504,120,892.0,4,18,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
228,H24C20E1,2,True,Joseph Black C407 (no lift),120,1332.0,5,15,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
229,H2CG03E1,23,True,St Andrews Rm 227 ,120,1040.0,4,43,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
230,H2CH04E1,4,True,Joseph Black A504,120,1340.0,5,17,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
231,H2CH05E1,22,True,St Andrews Gym Hall,120,278.0,2,92,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
232,H2CM04E1,5,True,Randolph,120,1144.0,4,81,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
233,H2CP01E1,25,True,Senate,120,1478.0,5,71,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
234,H2CS05E1,7,True,Gilbert Scott Conf Suite Rm 250,120,1022.0,4,39,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
235,H2CS06E1,14,True,Rankine 629,120,1062.0,4,50,53,"[True, True, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
236,H2CT01E1,16,True,John McIntyre Rm 201,120,1178.0,4,95,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
237,H2CV03E1,19,True,Adam Smith 915,120,1336.0,5,16,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
238,H31BDAE1,13,True,Hunter West,120,702.0,3,127,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
239,H31DM1E1,2,True,Hunter West,120,700.0,3,125,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
240,H31ENCE1,27,True,John McIntyre Rm 201,90,1180.0,4,97,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
241,H33CONE1,7,True,Senate,120,1570.0,6,78,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
242,H33MI2E1,20,True,Senate,120,1132.0,4,75,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
243,H3AFM1E1,23,True,St Andrews Gym Hall,120,1192.0,4,102,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
244,H3BDM3E1,14,True,Hunter East,120,1228.0,4,118,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True]"
245,H3BFM2E1,2,True,James Watt Design Studio B,60,1466.0,5,65,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
246,H3BFM2E2,16,True,James Watt Design Studio B,60,1464.0,5,65,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
247,H3BMDYE1,22,True,St Andrews Gym Hall,120,1506.0,5,106,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
248,H3BMS2E1,5,True,Hunter West,120,1572.0,6,124,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
249,H3CDMSE1,25,True,WILT 112,180,1056.0,4,49,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
250,H3CENIE1,18,True,Kelvin Blg Rm 323/324,120,580.0,3,42,50,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
251,H3CFM3E1,26,True,Gilbert Scott Conf Suite Rm 355 (no lift),180,324.0,3,4,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
252,H3CFRCE1,11,True,Kelvin Blg Rm 220,120,1034.0,4,42,50,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
253,H3CMECE1,19,True,Joseph Black C407 (no lift),120,938.0,4,23,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
254,H3CNUEE1,22,True,John McIntyre Rm 208,120,548.0,3,33,40,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
255,H3CPOEE1,5,True,St Andrews Rm 234,120,1020.0,4,38,40,"[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
256,H3CTSEE1,14,True,Gilbert Scott Conf Suite Rm 251,180,1308.0,5,11,15,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
257,H51100E1,20,True,Hunter West,120,1224.0,4,114,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
258,H51140E1,27,True,Hunter West,60,1190.0,4,101,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
259,H51200E1,4,True,Bute,120,1126.0,4,71,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
260,H52110E1,16,True,Kelvin Hall,120,1158.0,4,90,500,"[True, True, False, True, False, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
261,H53171E1,14,True,St Andrews Gym Hall,120,1504.0,5,105,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
262,H5C112E1,25,True,St Andrews Rm 237,120,1378.0,5,26,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
263,H5C113E1,2,True,WILTF,120,1444.0,5,57,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
264,H5C142E1,17,True,St Andrews Rm 234,120,1390.0,5,31,40,"[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
265,H61120E1,8,True,Bute,120,1226.0,4,115,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
266,H62131E1,22,True,John McIntyre Rm 201,120,1184.0,4,97,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
267,H62160E1,10,True,Hunter West,120,1186.0,4,99,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
268,H63122E1,23,True,John McIntyre Rm 201,120,1496.0,5,97,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
269,H6C133E1,26,True,Gilbert Scott Conf Suite Rm 356,120,554.0,3,34,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
270,H6C152E1,16,True,St Andrews Rm 227 ,60,1420.0,5,44,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
271,H6C162E1,5,True,Fore,120,1090.0,4,60,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
272,H6P001E1,8,True,Kelvin Hall,120,136.0,2,4,500,"[True, True, False, True, False, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
273,H6P002E1,2,True,Adam Smith 915,120,958.0,4,25,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
274,H71EMPE1,14,True,Fore,120,1092.0,4,61,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
275,H71IWEE1,8,True,John McIntyre Rm 201,120,1182.0,4,97,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
276,H71MIPE1,22,True,Hunter East,120,1154.0,4,87,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True]"
277,H71MS1E1,26,True,St Andrews Rm 237,120,1384.0,5,28,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
278,H72ENTE1,19,True,James Watt Design Studio A,180,438.0,3,17,54,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
279,H72IRNE1,26,True,James Watt Design Studio B,120,652.0,3,68,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
280,H72LOGE1,11,True,St Andrews Rm 237,120,936.0,4,23,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
281,H72NNSE1,16,True,Bute,120,640.0,3,65,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
282,H7ACS1E1,2,True,John McIntyre Rm 201,90,1162.0,4,92,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
283,H7BEGDE1,3,True,James Watt Design Studio B,120,1110.0,4,65,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
284,H7BMACE1,22,True,John McIntyre Rm 208,120,486.0,3,24,40,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
285,H7BMOQE1,7,True,Hunter East,120,694.0,3,120,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True]"
286,H7CAMFE1,26,True,Gilbert Scott Conf Suite Rm 250,120,986.0,4,30,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
287,H7CCNGE1,25,True,St Andrews Rm 234,120,956.0,4,25,40,"[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
288,H7CEPDE1,11,True,Joseph Black A504,120,1548.0,6,21,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
289,H7CFAME1,16,True,Kelvin Blg Rm 220,120,1038.0,4,43,50,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
290,H7CFOOE1,4,True,Kelvin Blg Rm 220,120,1030.0,4,41,50,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
291,H7CHCME1,17,True,Gilbert Scott Conf Suite Rm 250,120,954.0,4,25,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
292,H7CLASE1,2,True,59 Oakfield Ave Rm 302 (no lift),120,358.0,3,9,10,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
